batter_id,bowler_id,total_runs_scored,total_balls_faced,total_encounters,dot_balls,boundary_count,total_dismissals,strike_rate,batting_average,bowling_strike_rate
28081,34281,12,10,2,1,1,0,120.0,12.0,0.0
28081,34102,9,10,2,2,0,0,90.0,9.0,0.0
1079434,277912,25,11,2,2,4,1,227.27,25.0,11.0
1079434,288284,12,5,2,1,2,0,240.0,12.0,0.0
398438,32965,27,11,2,2,4,0,245.45,27.0,0.0
398438,31872,7,7,2,3,1,1,100.0,7.0,7.0
28081,31732,5,9,2,5,0,1,55.56,5.0,9.0
1079434,325012,15,9,2,2,2,0,166.67,15.0,0.0
28081,29655,17,9,2,1,2,0,188.89,17.0,0.0
302579,26184,17,9,2,2,3,1,188.89,17.0,9.0
28081,26789,11,3,2,0,2,0,366.67,11.0,0.0
1079434,391485,7,4,2,2,1,2,175.0,3.5,2.0
28081,6981,0,3,2,3,0,2,0.0,0.0,1.5
28081,6565,14,13,2,3,1,0,107.69,14.0,0.0
302579,32498,9,7,2,1,1,0,128.57,9.0,0.0
302579,447261,5,5,2,0,0,0,100.0,5.0,0.0
302579,542023,12,9,2,3,2,1,133.33,12.0,9.0
1079434,1159722,17,13,2,7,3,1,130.77,17.0,13.0
391485,554691,4,8,2,5,0,2,50.0,2.0,4.0
27280,8166,19,16,2,7,2,2,118.75,9.5,8.0
27280,8076,3,11,2,8,0,0,27.27,3.0,0.0
27280,6981,22,17,2,9,4,0,129.41,22.0,0.0
308798,31872,7,4,2,0,1,0,175.0,7.0,0.0
27280,5681,8,9,2,3,0,0,88.89,8.0,0.0
308798,277912,12,7,2,1,2,0,171.43,12.0,0.0
391485,330902,6,5,2,3,1,1,120.0,6.0,5.0
1079470,1159711,10,6,2,1,1,0,166.67,10.0,0.0
1079470,1159720,7,4,2,0,1,0,175.0,7.0,0.0
391485,326016,3,3,2,1,0,1,100.0,3.0,3.0
391485,288284,3,3,2,0,0,0,100.0,3.0,0.0
391485,230558,2,10,2,8,0,0,20.0,2.0,0.0
308967,8917,25,9,2,2,4,1,277.78,25.0,9.0
308967,25913,22,7,2,1,4,0,314.29,22.0,0.0
391485,51439,14,9,2,3,2,1,155.56,14.0,9.0
308967,27223,3,4,2,1,0,1,75.0,3.0,4.0
27223,554691,3,7,2,4,0,0,42.86,3.0,0.0
308967,29655,8,10,2,3,0,0,80.0,8.0,0.0
308967,30102,10,7,2,3,2,0,142.86,10.0,0.0
1079848,51439,18,10,2,5,3,2,180.0,9.0,5.0
308967,31820,7,5,2,2,1,2,140.0,3.5,2.5
27223,390484,14,9,2,2,2,0,155.56,14.0,0.0
27223,390481,7,6,2,2,1,0,116.67,7.0,0.0
1079848,326017,5,6,2,2,0,1,83.33,5.0,6.0
27223,322535,9,8,2,2,1,1,112.5,9.0,8.0
27223,290727,8,10,2,4,0,0,80.0,8.0,0.0
1079848,793463,4,5,2,2,0,1,80.0,4.0,5.0
391485,550215,8,5,2,2,1,0,160.0,8.0,0.0
1079470,625383,10,7,2,3,1,1,142.86,10.0,7.0
27280,537119,22,17,2,7,3,0,129.41,22.0,0.0
27280,29655,17,16,2,6,2,1,106.25,17.0,16.0
27280,433410,9,7,2,1,1,0,128.57,9.0,0.0
1079434,1194795,18,16,2,8,2,1,112.5,18.0,16.0
391485,961713,1,3,2,2,0,0,33.33,1.0,0.0
27280,371150,2,6,2,4,0,1,33.33,2.0,6.0
27280,337913,22,18,2,8,3,1,122.22,22.0,18.0
27280,326016,6,7,2,4,1,1,85.71,6.0,7.0
27280,270484,5,6,2,4,1,0,83.33,5.0,0.0
27280,265564,6,8,2,5,1,1,75.0,6.0,8.0
27280,253802,24,11,2,2,4,0,218.18,24.0,0.0
27280,236779,16,11,2,4,3,0,145.45,16.0,0.0
27280,234675,10,11,2,5,1,1,90.91,10.0,11.0
27280,233514,13,6,2,2,3,1,216.67,13.0,6.0
1079434,1350792,24,12,2,3,4,0,200.0,24.0,0.0
27280,51439,38,16,2,2,6,0,237.5,38.0,0.0
27280,49636,6,6,2,3,1,1,100.0,6.0,6.0
27280,45789,30,20,2,10,5,1,150.0,30.0,20.0
308251,230558,7,14,2,9,0,1,50.0,7.0,14.0
1079470,390481,8,4,2,2,1,1,200.0,8.0,4.0
308251,276298,7,7,2,3,1,0,100.0,7.0,0.0
27280,36326,9,11,2,5,1,0,81.82,9.0,0.0
27280,35353,9,6,2,1,1,0,150.0,9.0,0.0
27280,35280,2,7,2,5,0,0,28.57,2.0,0.0
27280,32965,19,7,2,2,4,0,271.43,19.0,0.0
27280,32685,4,11,2,10,1,0,36.36,4.0,0.0
27280,31820,6,9,2,6,1,2,66.67,3.0,4.5
391485,700167,21,9,2,2,4,0,233.33,21.0,0.0
27280,30176,18,17,2,6,1,1,105.88,18.0,17.0
26782,236779,11,6,2,1,2,1,183.33,11.0,6.0
390484,51439,21,11,2,2,2,0,190.91,21.0,0.0
398438,35280,24,12,2,2,4,0,200.0,24.0,0.0
317786,35731,17,16,2,6,2,1,106.25,17.0,16.0
24598,39024,26,22,2,14,4,2,118.18,13.0,11.0
381743,1182529,6,9,2,4,0,0,66.67,6.0,0.0
24598,35280,28,14,2,6,5,1,200.0,28.0,14.0
24598,34274,16,16,2,8,2,0,100.0,16.0,0.0
24598,33335,3,9,2,6,0,1,33.33,3.0,9.0
1151270,390481,5,6,2,1,0,0,83.33,5.0,0.0
1151270,390484,4,6,2,2,0,0,66.67,4.0,0.0
24598,32130,1,3,2,2,0,0,33.33,1.0,0.0
1151270,438362,21,12,2,1,3,0,175.0,21.0,0.0
24598,8180,29,13,2,3,4,1,223.08,29.0,13.0
317786,34274,1,2,2,1,0,0,50.0,1.0,0.0
24598,5961,20,12,2,3,3,0,166.67,20.0,0.0
24598,5766,14,5,2,0,3,0,280.0,14.0,0.0
24598,4864,10,10,2,6,1,1,100.0,10.0,10.0
24598,550215,43,12,2,0,7,0,358.33,43.0,0.0
1151270,550215,8,8,2,5,1,1,100.0,8.0,8.0
23460,376116,27,16,2,6,5,1,168.75,27.0,16.0
1151270,554691,11,10,2,1,0,0,110.0,11.0,0.0
23460,46538,21,11,2,2,4,0,190.91,21.0,0.0
381743,1159720,7,7,2,4,1,1,100.0,7.0,7.0
23460,32685,1,3,2,2,0,0,33.33,1.0,0.0
23460,31872,7,6,2,2,1,0,116.67,7.0,0.0
317786,47492,13,8,2,1,1,0,162.5,13.0,0.0
381743,1159711,18,10,2,0,2,0,180.0,18.0,0.0
1151270,677077,29,14,2,5,5,0,207.14,29.0,0.0
20123,376116,2,3,2,1,0,1,66.67,2.0,3.0
1151270,696401,16,14,2,5,1,0,114.29,16.0,0.0
20123,317293,9,10,2,4,1,0,90.0,9.0,0.0
24598,44149,9,11,2,5,1,0,81.82,9.0,0.0
24598,46248,6,6,2,3,1,1,100.0,6.0,6.0
1151270,326016,4,4,2,0,0,0,100.0,4.0,0.0
24598,47492,15,12,2,6,2,0,125.0,15.0,0.0
317786,5681,5,7,2,3,0,0,71.43,5.0,0.0
317786,6278,9,8,2,3,1,1,112.5,9.0,8.0
24598,450860,3,5,2,2,0,0,60.0,3.0,0.0
24598,378496,14,12,2,3,1,0,116.67,14.0,0.0
381743,1449074,18,7,2,0,3,0,257.14,18.0,0.0
24598,326016,8,3,2,0,1,0,266.67,8.0,0.0
24598,325012,1,2,2,1,0,1,50.0,1.0,2.0
1151270,8917,6,7,2,2,0,0,85.71,6.0,0.0
24598,319439,4,11,2,8,0,1,36.36,4.0,11.0
1151270,26421,11,8,2,2,1,0,137.5,11.0,0.0
24598,311158,22,10,2,4,4,0,220.0,22.0,0.0
1151270,32966,2,4,2,2,0,0,50.0,2.0,0.0
24598,288284,1,6,2,5,0,2,16.67,0.5,3.0
317786,31107,9,5,2,2,1,0,180.0,9.0,0.0
1151270,236779,10,9,2,3,1,0,111.11,10.0,0.0
24598,277912,8,6,2,1,1,0,133.33,8.0,0.0
24598,276298,6,8,2,3,0,0,75.0,6.0,0.0
24598,272450,1,4,2,3,0,2,25.0,0.5,2.0
24598,270484,11,9,2,3,1,0,122.22,11.0,0.0
24598,236779,4,3,2,0,0,0,133.33,4.0,0.0
1151270,276298,22,13,2,0,1,0,169.23,22.0,0.0
24598,232364,8,7,2,3,1,1,114.29,8.0,7.0
24598,230559,9,7,2,2,1,0,128.57,9.0,0.0
1151270,288284,3,9,2,7,0,2,33.33,1.5,4.5
381743,1209292,20,18,2,8,2,0,111.11,20.0,0.0
1151270,325012,4,8,2,4,0,0,50.0,4.0,0.0
24598,49636,6,6,2,3,1,0,100.0,6.0,0.0
381743,1123718,22,15,2,4,3,0,146.67,22.0,0.0
1151270,719715,9,7,2,1,1,0,128.57,9.0,0.0
1151270,784379,14,12,2,3,1,0,116.67,14.0,0.0
19296,391128,4,5,2,1,0,0,80.0,4.0,0.0
318845,234675,17,17,2,5,1,1,100.0,17.0,17.0
19296,344580,6,6,2,1,0,0,100.0,6.0,0.0
19296,337913,9,13,2,7,1,1,69.23,9.0,13.0
381743,802575,9,10,2,4,1,1,90.0,9.0,10.0
318845,277912,13,9,2,5,3,0,144.44,13.0,0.0
19296,290727,21,13,2,2,3,1,161.54,21.0,13.0
19296,279545,4,4,2,1,0,1,100.0,4.0,4.0
318845,326016,7,12,2,8,1,0,58.33,7.0,0.0
1151273,26421,19,12,2,2,2,1,158.33,19.0,12.0
19296,234675,18,13,2,4,2,0,138.46,18.0,0.0
1151273,230558,2,7,2,5,0,1,28.57,2.0,7.0
1151273,234675,31,18,2,3,5,0,172.22,31.0,0.0
1151273,276298,7,7,2,3,1,0,100.0,7.0,0.0
1151273,326016,11,6,2,3,2,1,183.33,11.0,6.0
19296,51439,13,9,2,3,1,1,144.44,13.0,9.0
381743,625383,17,11,2,1,1,0,154.55,17.0,0.0
381743,625371,14,10,2,5,3,1,140.0,14.0,10.0
1151273,438362,8,8,2,3,1,0,100.0,8.0,0.0
19296,47569,2,6,2,5,0,0,33.33,2.0,0.0
318845,447261,11,6,2,3,2,1,183.33,11.0,6.0
1151273,471342,2,8,2,6,0,0,25.0,2.0,0.0
1151273,475281,18,8,2,3,3,0,225.0,18.0,0.0
19296,38710,19,7,2,2,3,1,271.43,19.0,7.0
19296,36084,17,10,2,3,2,0,170.0,17.0,0.0
381743,559235,16,12,2,3,1,0,133.33,16.0,0.0
1151273,502714,7,4,2,0,1,0,175.0,7.0,0.0
1151273,537119,13,10,2,2,1,1,130.0,13.0,10.0
19296,391121,30,15,2,4,5,0,200.0,30.0,0.0
1151270,1194795,10,12,2,4,0,0,83.33,10.0,0.0
1151270,802575,38,18,2,3,7,0,211.11,38.0,0.0
19296,438362,12,14,2,6,1,0,85.71,12.0,0.0
1151270,822553,23,22,2,9,2,2,104.55,11.5,11.0
20123,230559,40,22,2,7,6,0,181.82,40.0,0.0
20123,230558,16,17,2,5,1,1,94.12,16.0,17.0
381743,1108375,19,17,2,7,2,0,111.76,19.0,0.0
1151270,942645,12,5,2,1,2,0,240.0,12.0,0.0
20123,45789,7,5,2,2,1,1,140.0,7.0,5.0
381743,1064812,2,2,2,0,0,0,100.0,2.0,0.0
1151270,1048739,11,4,2,1,2,1,275.0,11.0,4.0
20123,37004,17,11,2,4,2,0,154.55,17.0,0.0
20123,35731,24,8,2,2,4,0,300.0,24.0,0.0
20123,35280,4,6,2,2,0,0,66.67,4.0,0.0
1151270,1108375,18,16,2,7,2,0,112.5,18.0,0.0
20123,32965,9,6,2,2,1,0,150.0,9.0,0.0
20123,32498,7,9,2,5,1,0,77.78,7.0,0.0
20123,32130,23,22,2,9,2,0,104.55,23.0,0.0
20123,31107,4,7,2,3,0,1,57.14,4.0,7.0
20123,30732,12,8,2,3,2,0,150.0,12.0,0.0
20123,30102,9,7,2,4,2,2,128.57,4.5,3.5
318845,8917,7,15,2,8,0,0,46.67,7.0,0.0
20123,26907,19,17,2,4,2,0,111.76,19.0,0.0
20123,26829,1,4,2,3,0,1,25.0,1.0,4.0
381743,942645,17,11,2,5,3,0,154.55,17.0,0.0
1151270,1138316,35,18,2,3,3,0,194.44,35.0,0.0
318845,31820,3,8,2,5,0,2,37.5,1.5,4.0
20123,4508,17,9,2,3,3,0,188.89,17.0,0.0
19296,537119,2,5,2,3,0,1,40.0,2.0,5.0
381743,926851,21,11,2,3,3,2,190.91,10.5,5.5
24598,542023,8,8,2,5,1,1,100.0,8.0,8.0
317786,4864,11,8,2,3,2,1,137.5,11.0,8.0
26782,53118,8,7,2,2,1,0,114.29,8.0,0.0
26421,326016,1,4,2,3,0,0,25.0,1.0,0.0
26421,550215,6,5,2,2,1,1,120.0,6.0,5.0
311158,32966,6,8,2,5,1,2,75.0,3.0,4.0
26421,537119,2,3,2,1,0,0,66.67,2.0,0.0
311158,51439,21,14,2,2,2,1,150.0,21.0,14.0
26421,493773,2,5,2,3,0,1,40.0,2.0,5.0
26421,489889,11,7,2,2,2,0,157.14,11.0,0.0
26421,481979,14,5,2,1,2,0,280.0,14.0,0.0
390481,481896,15,7,2,1,2,1,214.29,15.0,7.0
311158,53118,28,15,2,2,4,0,186.67,28.0,0.0
26421,424377,16,10,2,4,2,1,160.0,16.0,10.0
26421,391485,3,3,2,1,0,1,100.0,3.0,3.0
311158,230559,5,7,2,2,0,0,71.43,5.0,0.0
390481,475281,7,9,2,2,0,0,77.78,7.0,0.0
26421,319439,8,5,2,2,1,1,160.0,8.0,5.0
389605,8180,3,5,2,2,0,1,60.0,3.0,5.0
26421,288992,11,7,2,3,1,0,157.14,11.0,0.0
26421,277955,17,5,2,1,3,0,340.0,17.0,0.0
26421,270484,7,4,2,0,1,0,175.0,7.0,0.0
311158,319439,19,10,2,3,3,0,190.0,19.0,0.0
311158,326016,13,5,2,1,3,1,260.0,13.0,5.0
26421,230559,5,9,2,4,0,1,55.56,5.0,9.0
1125958,277912,10,12,2,7,1,0,83.33,10.0,0.0
311158,376116,8,7,2,3,1,0,114.29,8.0,0.0
26421,40618,9,8,2,2,0,0,112.5,9.0,0.0
26421,35731,7,4,2,0,1,0,175.0,7.0,0.0
390481,234675,1,8,2,7,0,0,12.5,1.0,0.0
1125958,694211,15,6,2,1,3,1,250.0,15.0,6.0
311158,471342,19,11,2,5,4,0,172.73,19.0,0.0
26421,669855,1,2,2,1,0,0,50.0,1.0,0.0
26421,822553,1,2,2,1,0,0,50.0,1.0,0.0
1123073,1175441,7,8,2,3,0,0,87.5,7.0,0.0
390481,625383,10,10,2,8,2,2,100.0,5.0,5.0
26782,49638,6,5,2,2,1,1,120.0,6.0,5.0
26782,46774,21,14,2,4,3,0,150.0,21.0,0.0
308967,1132005,11,10,2,4,1,0,110.0,11.0,0.0
26782,38062,14,7,2,3,2,0,200.0,14.0,0.0
1123073,326016,19,9,2,2,4,0,211.11,19.0,0.0
1123073,330902,15,10,2,3,2,0,150.0,15.0,0.0
308967,1159722,1,5,2,4,0,2,20.0,0.5,2.5
308967,1159843,14,15,2,6,1,0,93.33,14.0,0.0
1123073,430246,8,5,2,0,1,0,160.0,8.0,0.0
1123073,438362,12,7,2,4,2,0,171.43,12.0,0.0
1123073,475281,1,4,2,3,0,1,25.0,1.0,4.0
26782,26829,7,7,2,3,1,0,100.0,7.0,0.0
308967,1206052,8,8,2,5,1,0,100.0,8.0,0.0
308967,1209292,18,9,2,2,3,0,200.0,18.0,0.0
390481,1064812,6,3,2,0,1,0,200.0,6.0,0.0
390481,917159,3,3,2,0,0,0,100.0,3.0,0.0
310958,5779,12,6,2,2,2,1,200.0,12.0,6.0
26421,1194795,10,4,2,0,2,0,250.0,10.0,0.0
26421,1175441,6,8,2,2,0,0,75.0,6.0,0.0
26421,1159720,3,2,2,0,0,0,150.0,3.0,0.0
26421,1131754,9,7,2,2,1,0,128.57,9.0,0.0
26421,1125976,1,6,2,5,0,2,16.67,0.5,3.0
26421,1079848,6,5,2,0,0,0,120.0,6.0,0.0
26421,1064812,20,13,2,5,3,0,153.85,20.0,0.0
1123073,1138316,4,5,2,1,0,1,80.0,4.0,5.0
26421,961713,12,6,2,2,2,1,200.0,12.0,6.0
26421,940973,18,10,2,4,4,1,180.0,18.0,10.0
26421,32685,7,7,2,4,1,2,100.0,3.5,3.5
26421,31107,6,10,2,4,0,0,60.0,6.0,0.0
390481,232364,7,2,2,0,1,0,350.0,7.0,0.0
26184,26907,15,7,2,1,2,0,214.29,15.0,0.0
1131978,438362,8,13,2,6,0,0,61.54,8.0,0.0
26184,8180,12,8,2,4,2,1,150.0,12.0,8.0
1131978,502714,5,8,2,3,0,1,62.5,5.0,8.0
389605,376116,20,9,2,1,3,0,222.22,20.0,0.0
1131978,694211,32,12,2,0,4,0,266.67,32.0,0.0
1131978,802575,5,4,2,2,1,1,125.0,5.0,4.0
1131978,940973,16,9,2,1,2,1,177.78,16.0,9.0
25913,974109,16,4,2,0,2,0,400.0,16.0,0.0
1131978,1048739,4,10,2,7,0,2,40.0,2.0,5.0
25913,625383,21,16,2,8,3,2,131.25,10.5,8.0
25913,625371,14,9,2,3,2,1,155.56,14.0,9.0
389605,227712,9,7,2,1,1,0,128.57,9.0,0.0
389605,49764,25,12,2,2,3,0,208.33,25.0,0.0
25913,471342,4,5,2,1,0,0,80.0,4.0,0.0
25913,438362,3,8,2,6,0,1,37.5,3.0,8.0
317293,32966,7,6,2,4,1,1,116.67,7.0,6.0
1131978,1246518,14,7,2,1,2,0,200.0,14.0,0.0
25913,330902,3,4,2,1,0,1,75.0,3.0,4.0
389605,46538,5,5,2,1,0,1,100.0,5.0,5.0
317293,43265,3,6,2,3,0,0,50.0,3.0,0.0
317293,45789,0,3,2,3,0,1,0.0,0.0,3.0
24598,940973,2,9,2,7,0,0,22.22,2.0,0.0
24598,802575,20,9,2,1,3,0,222.22,20.0,0.0
389605,31820,7,8,2,4,1,1,87.5,7.0,8.0
24598,669855,9,9,2,5,1,0,100.0,9.0,0.0
24598,662973,6,4,2,1,1,1,150.0,6.0,4.0
24598,587152,21,12,2,6,3,1,175.0,21.0,12.0
1131978,430246,9,6,2,2,1,0,150.0,9.0,0.0
1131978,390484,19,8,2,1,2,0,237.5,19.0,0.0
26421,26907,8,11,2,6,1,1,72.73,8.0,11.0
26184,30732,7,9,2,2,0,0,77.78,7.0,0.0
390481,230558,11,4,2,1,2,0,275.0,11.0,0.0
390481,56143,10,8,2,1,1,1,125.0,10.0,8.0
26421,6033,3,5,2,2,0,0,60.0,3.0,0.0
26421,5779,8,6,2,1,1,1,133.33,8.0,6.0
311158,537119,4,5,2,1,0,0,80.0,4.0,0.0
390481,31820,0,2,2,2,0,2,0.0,0.0,1.0
311158,719715,6,10,2,4,0,0,60.0,6.0,0.0
311158,732291,30,17,2,4,4,0,176.47,30.0,0.0
311158,802575,7,8,2,1,0,0,87.5,7.0,0.0
311158,1064812,21,12,2,4,3,1,175.0,21.0,12.0
311158,1079848,9,10,2,5,1,0,90.0,9.0,0.0
311592,6033,8,7,2,2,1,1,114.29,8.0,7.0
311592,26829,11,10,2,3,1,1,110.0,11.0,10.0
26206,38062,1,2,2,1,0,1,50.0,1.0,2.0
26206,31820,13,7,2,2,2,0,185.71,13.0,0.0
26206,26829,0,3,2,3,0,0,0.0,0.0,0.0
311592,47492,3,5,2,2,0,0,60.0,3.0,0.0
311592,236779,2,2,2,0,0,0,100.0,2.0,0.0
26184,234675,3,5,2,2,0,0,60.0,3.0,0.0
26184,51439,4,4,2,1,0,1,100.0,4.0,4.0
26184,49636,6,4,2,1,1,0,150.0,6.0,0.0
311592,537119,7,6,2,2,1,1,116.67,7.0,6.0
1131754,390481,2,3,2,2,0,2,66.67,1.0,1.5
311592,554691,3,7,2,4,0,0,42.86,3.0,0.0
311592,625383,2,4,2,2,0,1,50.0,2.0,4.0
389605,439952,11,5,2,1,1,0,220.0,11.0,0.0
1131978,326016,3,4,2,2,0,1,75.0,3.0,4.0
28081,46248,7,6,2,2,1,0,116.67,7.0,0.0
1079434,32966,14,14,2,5,1,0,100.0,14.0,0.0
1060380,1159843,24,16,2,4,3,0,150.0,24.0,0.0
28763,423838,9,8,2,2,1,1,112.5,9.0,8.0
28763,719715,26,17,2,8,4,1,152.94,26.0,17.0
28763,587152,17,17,2,5,1,0,100.0,17.0,0.0
297433,819429,30,13,2,3,6,0,230.77,30.0,0.0
28763,537124,4,7,2,3,0,1,57.14,4.0,7.0
1070173,559235,42,25,2,4,4,0,168.0,42.0,0.0
1070173,591650,20,9,2,2,3,0,222.22,20.0,0.0
1070173,600498,24,10,2,1,4,0,240.0,24.0,0.0
28763,527663,22,12,2,1,2,1,183.33,22.0,12.0
28763,497121,11,9,2,4,1,1,122.22,11.0,9.0
28763,489889,17,13,2,5,3,0,130.77,17.0,0.0
28763,471342,17,9,2,2,2,1,188.89,17.0,9.0
28763,459508,9,12,2,6,1,1,75.0,9.0,12.0
1070173,625960,32,16,2,7,6,1,200.0,32.0,16.0
28763,389605,17,10,2,2,3,1,170.0,17.0,10.0
28779,48472,15,18,2,8,1,0,83.33,15.0,0.0
297433,974109,24,17,2,8,3,1,141.18,24.0,17.0
28763,376324,9,7,2,4,2,0,128.57,9.0,0.0
28763,310958,14,9,2,4,3,0,155.56,14.0,0.0
398439,6033,7,13,2,8,0,0,53.85,7.0,0.0
28763,288992,16,9,2,0,1,0,177.78,16.0,0.0
1070173,926851,14,11,2,6,3,1,127.27,14.0,11.0
1070173,930189,8,9,2,1,0,0,88.89,8.0,0.0
28763,277662,24,14,2,3,4,0,171.43,24.0,0.0
28763,276298,6,4,2,1,1,0,150.0,6.0,0.0
1070173,942371,35,22,2,3,5,0,159.09,35.0,0.0
297433,1122918,12,10,2,5,1,1,120.0,12.0,10.0
1070173,961713,15,11,2,3,2,0,136.36,15.0,0.0
1070173,974109,23,17,2,6,3,0,135.29,23.0,0.0
297433,793463,3,4,2,2,0,0,75.0,3.0,0.0
28763,793463,7,10,2,5,0,1,70.0,7.0,10.0
1070173,542023,3,5,2,2,0,0,60.0,3.0,0.0
398439,30732,4,5,2,2,0,0,80.0,4.0,0.0
28779,46538,7,7,2,3,1,2,100.0,3.5,3.5
28779,46393,20,9,2,2,4,0,222.22,20.0,0.0
28779,43265,7,8,2,4,1,0,87.5,7.0,0.0
28779,38710,16,10,2,3,3,1,160.0,16.0,10.0
28779,38407,26,27,2,18,4,0,96.3,26.0,0.0
1070173,360911,25,18,2,9,5,1,138.89,25.0,18.0
28779,35805,17,13,2,4,2,0,130.77,17.0,0.0
1070173,379504,14,13,2,5,2,0,107.69,14.0,0.0
28779,34274,8,11,2,6,1,1,72.73,8.0,11.0
28779,34245,32,13,2,1,5,0,246.15,32.0,0.0
28779,34102,14,13,2,4,1,1,107.69,14.0,13.0
1070173,391485,28,19,2,4,4,0,147.37,28.0,0.0
1070173,403902,15,9,2,4,3,1,166.67,15.0,9.0
28779,31820,18,11,2,3,2,0,163.64,18.0,0.0
28779,31738,5,10,2,5,0,0,50.0,5.0,0.0
297433,714451,1,2,2,1,0,1,50.0,1.0,2.0
398439,32130,35,14,2,3,6,0,250.0,35.0,0.0
28779,27225,6,8,2,5,1,0,75.0,6.0,0.0
28779,26829,5,10,2,5,0,0,50.0,5.0,0.0
1070173,477021,15,14,2,7,2,0,107.14,15.0,0.0
28779,10582,5,7,2,3,0,1,71.43,5.0,7.0
28779,8076,13,11,2,3,1,1,118.18,13.0,11.0
28779,6981,8,17,2,12,1,2,47.06,4.0,8.5
1070173,489889,28,18,2,5,4,0,155.56,28.0,0.0
398439,31872,5,7,2,2,0,1,71.43,5.0,7.0
28779,4864,2,7,2,5,0,1,28.57,2.0,7.0
28779,4508,21,13,2,7,5,1,161.54,21.0,13.0
1070173,974175,25,13,2,2,4,0,192.31,25.0,0.0
28763,232292,14,10,2,2,1,0,140.0,14.0,0.0
28763,230559,5,10,2,6,0,1,50.0,5.0,10.0
28763,26907,24,16,2,2,2,1,150.0,24.0,16.0
28763,26206,15,10,2,3,2,0,150.0,15.0,0.0
1070173,1312645,31,17,2,4,6,0,182.35,31.0,0.0
28763,7702,6,11,2,6,0,0,54.55,6.0,0.0
1070173,1350792,15,13,2,4,2,0,115.38,15.0,0.0
28763,6278,5,9,2,4,0,0,55.56,5.0,0.0
28763,5779,2,7,2,5,0,1,28.57,2.0,7.0
28763,5766,17,10,2,2,3,0,170.0,17.0,0.0
28763,5674,6,11,2,6,0,0,54.55,6.0,0.0
28763,4508,14,14,2,6,1,0,100.0,14.0,0.0
297628,26421,16,7,2,2,2,1,228.57,16.0,7.0
1070180,32966,13,9,2,1,1,0,144.44,13.0,0.0
28671,227712,19,12,2,5,4,0,158.33,19.0,0.0
297628,32966,30,15,2,1,4,0,200.0,30.0,0.0
28671,49636,2,5,2,3,0,1,40.0,2.0,5.0
28671,36326,11,9,2,4,2,1,122.22,11.0,9.0
28671,35280,18,15,2,8,3,1,120.0,18.0,15.0
28671,34274,3,7,2,4,0,0,42.86,3.0,0.0
1070180,277912,4,6,2,2,0,0,66.67,4.0,0.0
28671,33335,7,7,2,0,0,0,100.0,7.0,0.0
398438,1168641,10,8,2,1,1,0,125.0,10.0,0.0
28671,32130,16,8,2,1,3,1,200.0,16.0,8.0
297628,276298,14,5,2,1,2,0,280.0,14.0,0.0
297628,277237,6,8,2,3,0,1,75.0,6.0,8.0
297628,311158,16,9,2,3,3,0,177.78,16.0,0.0
28671,7702,14,15,2,7,1,0,93.33,14.0,0.0
297628,325012,2,5,2,3,0,1,40.0,2.0,5.0
297628,326016,4,7,2,4,0,1,57.14,4.0,7.0
28763,26797,11,12,2,5,0,1,91.67,11.0,12.0
1070173,1246528,21,11,2,3,4,1,190.91,21.0,11.0
28763,230371,9,10,2,5,1,1,90.0,9.0,10.0
398438,1312645,27,17,2,9,4,2,158.82,13.5,8.5
28763,228430,15,10,2,3,2,1,150.0,15.0,10.0
1070173,1070183,20,9,2,2,3,0,222.22,20.0,0.0
1070173,1070196,25,14,2,3,3,1,178.57,25.0,14.0
1070173,1076713,43,15,2,1,7,0,286.67,43.0,0.0
28763,53115,7,7,2,3,1,0,100.0,7.0,0.0
1070173,1081442,22,15,2,3,3,1,146.67,22.0,15.0
1070173,1125688,1,2,2,1,0,1,50.0,1.0,2.0
28763,48472,13,10,2,3,2,0,130.0,13.0,0.0
297433,1132005,9,7,2,3,1,0,128.57,9.0,0.0
28763,46774,2,6,2,4,0,0,33.33,2.0,0.0
1070173,1131754,15,15,2,8,2,0,100.0,15.0,0.0
1070173,1132005,16,11,2,1,2,0,145.45,16.0,0.0
28763,45963,2,5,2,3,0,1,40.0,2.0,5.0
297433,1159711,3,7,2,4,0,2,42.86,1.5,3.5
28763,40618,28,22,2,4,2,1,127.27,28.0,22.0
28763,39024,5,4,2,2,1,1,125.0,5.0,4.0
28763,36084,16,17,2,8,2,0,94.12,16.0,0.0
1070173,1159720,3,4,2,1,0,0,75.0,3.0,0.0
1070173,1159722,25,12,2,3,4,0,208.33,25.0,0.0
1070173,1163695,10,8,2,0,0,0,125.0,10.0,0.0
28763,32498,15,14,2,3,1,0,107.14,15.0,0.0
297433,1163695,15,9,2,3,3,0,166.67,15.0,0.0
1070173,1176959,30,18,2,6,5,0,166.67,30.0,0.0
1070173,1194795,5,6,2,3,0,1,83.33,5.0,6.0
1070173,1206039,32,18,2,6,4,2,177.78,16.0,9.0
28763,30049,17,20,2,7,1,1,85.0,17.0,20.0
1070173,1209292,37,24,2,7,6,1,154.17,37.0,24.0
28779,46774,5,7,2,5,1,1,71.43,5.0,7.0
1070173,319439,10,10,2,3,1,0,100.0,10.0,0.0
28235,1246528,26,14,2,4,4,0,185.71,26.0,0.0
398439,230559,14,8,2,3,2,0,175.0,14.0,0.0
297433,32966,45,22,2,8,7,1,204.55,45.0,22.0
1070168,277955,24,13,2,5,4,0,184.62,24.0,0.0
