batter_id,bowler_id,total_runs_scored,total_balls_faced,total_encounters,dot_balls,boundary_count,total_dismissals,strike_rate,batting_average,bowling_strike_rate
1048813,308251,14,10,1,5,3,0,140.0,14.0,0.0
1048813,26421,1,1,1,0,0,0,100.0,1.0,0.0
1048739,1392201,1,1,1,0,0,0,100.0,1.0,0.0
1048739,1194795,1,1,1,0,0,0,100.0,1.0,0.0
1048739,1182529,2,5,1,3,0,0,40.0,2.0,0.0
1048739,1175428,0,1,1,1,0,1,0.0,0.0,1.0
1048739,1161489,12,4,1,2,2,1,300.0,12.0,4.0
1048739,926851,1,1,1,0,0,0,100.0,1.0,0.0
1048813,328026,2,2,1,0,0,0,100.0,2.0,0.0
974175,1159720,2,2,1,0,0,0,100.0,2.0,0.0
974175,784379,0,2,1,2,0,0,0.0,0.0,0.0
974175,537119,0,2,1,2,0,0,0.0,0.0,0.0
974175,423838,1,3,1,2,0,0,33.33,1.0,0.0
974175,390481,1,4,1,3,0,0,25.0,1.0,0.0
974175,288284,1,2,1,1,0,0,50.0,1.0,0.0
974109,942645,0,1,1,1,0,1,0.0,0.0,1.0
1048813,326016,7,4,1,1,1,0,175.0,7.0,0.0
1048813,390481,5,4,1,2,1,0,125.0,5.0,0.0
1048813,1076713,0,4,1,4,0,1,0.0,0.0,4.0
1048813,784379,2,6,1,4,0,0,33.33,2.0,0.0
1048813,1048739,23,12,1,3,4,0,191.67,23.0,0.0
1048813,940973,1,4,1,3,0,0,25.0,1.0,0.0
1048813,928067,6,8,1,5,1,1,75.0,6.0,8.0
1048813,906783,0,3,1,3,0,1,0.0,0.0,3.0
1048813,822553,0,2,1,2,0,1,0.0,0.0,2.0
1048813,802575,11,4,1,1,2,0,275.0,11.0,0.0
1048813,793463,4,5,1,1,0,0,80.0,4.0,0.0
1048813,777815,4,4,1,1,0,1,100.0,4.0,4.0
1048813,430246,19,12,1,3,3,0,158.33,19.0,0.0
1048813,714451,8,4,1,0,1,0,200.0,8.0,0.0
1048813,700167,1,3,1,2,0,0,33.33,1.0,0.0
1048813,696401,2,3,1,1,0,0,66.67,2.0,0.0
1048813,670031,2,4,1,2,0,0,50.0,2.0,0.0
1048813,625383,0,1,1,1,0,1,0.0,0.0,1.0
1048813,625371,12,6,1,3,3,0,200.0,12.0,0.0
1048813,439952,0,2,1,2,0,0,0.0,0.0,0.0
956871,1209292,3,6,1,4,0,1,50.0,3.0,6.0
956871,1206039,2,5,1,4,0,1,40.0,2.0,5.0
956871,1108375,10,4,1,1,2,0,250.0,10.0,0.0
930189,1168641,2,2,1,0,0,0,100.0,2.0,0.0
931581,30732,2,2,1,0,0,0,100.0,2.0,0.0
931581,30288,9,6,1,1,1,0,150.0,9.0,0.0
931581,26907,17,7,1,0,2,0,242.86,17.0,0.0
931581,5236,1,1,1,0,0,0,100.0,1.0,0.0
930189,1312645,8,7,1,4,1,0,114.29,8.0,0.0
930189,1175496,2,3,1,1,0,0,66.67,2.0,0.0
930189,1175441,1,2,1,1,0,1,50.0,1.0,2.0
930189,1138316,0,3,1,3,0,1,0.0,0.0,3.0
931581,32685,0,1,1,1,0,0,0.0,0.0,0.0
930189,1131754,3,3,1,0,0,0,100.0,3.0,0.0
930189,1125976,4,5,1,2,0,1,80.0,4.0,5.0
930189,1122918,6,4,1,1,1,0,150.0,6.0,0.0
930189,1108375,1,2,1,1,0,0,50.0,1.0,0.0
930189,1076713,1,2,1,1,0,0,50.0,1.0,0.0
930189,961713,5,2,1,0,1,0,250.0,5.0,0.0
930189,917159,2,5,1,3,0,1,40.0,2.0,5.0
931581,31820,2,4,1,2,0,0,50.0,2.0,0.0
931581,49758,0,1,1,1,0,0,0.0,0.0,0.0
930189,826901,14,8,1,2,2,0,175.0,14.0,0.0
931581,290632,0,1,1,1,0,1,0.0,0.0,1.0
931581,403902,7,3,1,1,1,1,233.33,7.0,3.0
931581,398666,1,1,1,0,0,0,100.0,1.0,0.0
931581,379145,10,8,1,1,1,0,125.0,10.0,0.0
931581,328026,8,4,1,0,1,0,200.0,8.0,0.0
931581,325012,9,4,1,1,2,0,225.0,9.0,0.0
931581,315623,5,3,1,0,0,0,166.67,5.0,0.0
931581,311592,6,1,1,0,1,0,600.0,6.0,0.0
931581,277662,6,3,1,2,1,1,200.0,6.0,3.0
931581,55395,2,2,1,0,0,0,100.0,2.0,0.0
931581,277237,18,6,1,1,3,0,300.0,18.0,0.0
931581,247235,25,11,1,4,5,0,227.27,25.0,0.0
931581,237199,3,2,1,0,0,0,150.0,3.0,0.0
931581,233514,0,1,1,1,0,0,0.0,0.0,0.0
931581,227712,2,7,1,6,0,1,28.57,2.0,7.0
931581,219889,1,1,1,0,0,0,100.0,1.0,0.0
931581,56143,17,12,1,3,2,0,141.67,17.0,0.0
930189,851403,0,1,1,1,0,0,0.0,0.0,0.0
930189,802575,4,3,1,2,1,1,133.33,4.0,3.0
931581,457249,1,1,1,0,0,0,100.0,1.0,0.0
926851,1159720,1,1,1,0,0,0,100.0,1.0,0.0
930189,290727,5,4,1,0,0,0,125.0,5.0,0.0
930189,288284,1,4,1,3,0,1,25.0,1.0,4.0
930189,276298,0,1,1,1,0,0,0.0,0.0,0.0
930189,265564,2,2,1,0,0,0,100.0,2.0,0.0
930189,232364,3,5,1,2,0,0,60.0,3.0,0.0
930189,230559,3,2,1,0,0,0,150.0,3.0,0.0
930189,32966,1,2,1,1,0,1,50.0,1.0,2.0
926851,1125976,2,2,1,0,0,0,100.0,2.0,0.0
930189,376116,3,2,1,1,0,0,150.0,3.0,0.0
926851,1076713,1,3,1,2,0,0,33.33,1.0,0.0
926851,826915,4,5,1,1,0,0,80.0,4.0,0.0
926851,802575,0,2,1,2,0,0,0.0,0.0,0.0
926851,493773,1,3,1,2,0,1,33.33,1.0,3.0
926851,438362,1,1,1,0,0,0,100.0,1.0,0.0
926851,351588,0,1,1,1,0,0,0.0,0.0,0.0
917231,1175441,1,3,1,2,0,0,33.33,1.0,0.0
930189,360911,2,2,1,0,0,0,100.0,2.0,0.0
930189,390484,1,4,1,3,0,0,25.0,1.0,0.0
930189,793463,10,8,1,4,1,0,125.0,10.0,0.0
930189,528067,4,11,1,7,0,0,36.36,4.0,0.0
930189,777815,2,5,1,4,0,1,40.0,2.0,5.0
930189,774223,7,4,1,1,1,0,175.0,7.0,0.0
930189,732291,15,7,1,1,2,0,214.29,15.0,0.0
930189,677077,1,1,1,0,0,0,100.0,1.0,0.0
930189,625371,5,4,1,1,0,0,125.0,5.0,0.0
930189,596010,2,3,1,2,0,1,66.67,2.0,3.0
930189,550215,5,4,1,2,1,0,125.0,5.0,0.0
930189,493773,0,2,1,2,0,0,0.0,0.0,0.0
930189,391485,8,4,1,0,1,0,200.0,8.0,0.0
930189,489889,1,2,1,1,0,0,50.0,1.0,0.0
930189,481896,8,5,1,3,2,0,160.0,8.0,0.0
930189,459257,8,7,1,2,1,0,114.29,8.0,0.0
930189,447587,1,1,1,0,0,0,100.0,1.0,0.0
930189,439952,8,7,1,5,2,1,114.29,8.0,7.0
930189,438362,3,3,1,0,0,0,100.0,3.0,0.0
930189,424377,2,2,1,0,0,0,100.0,2.0,0.0
931581,439952,7,4,1,0,1,0,175.0,7.0,0.0
931581,510530,10,4,1,0,1,0,250.0,10.0,0.0
956871,1081442,16,8,1,1,2,0,200.0,16.0,0.0
940973,477021,1,3,1,2,0,0,33.33,1.0,0.0
940973,793463,0,2,1,2,0,0,0.0,0.0,0.0
940973,669855,3,4,1,1,0,0,75.0,3.0,0.0
940973,662973,1,2,1,1,0,0,50.0,1.0,0.0
940973,550215,4,4,1,3,1,0,100.0,4.0,0.0
940973,542023,0,2,1,2,0,0,0.0,0.0,0.0
940973,481979,5,4,1,2,1,1,125.0,5.0,4.0
940973,481896,0,1,1,1,0,0,0.0,0.0,0.0
940973,439952,1,5,1,4,0,1,20.0,1.0,5.0
940973,1070196,0,1,1,1,0,0,0.0,0.0,0.0
940973,390484,6,4,1,1,1,1,150.0,6.0,4.0
940973,330902,8,3,1,0,1,0,266.67,8.0,0.0
940973,326016,0,1,1,1,0,1,0.0,0.0,1.0
940973,315623,5,4,1,2,1,0,125.0,5.0,0.0
940973,288992,5,3,1,1,1,0,166.67,5.0,0.0
940973,276298,1,4,1,3,0,1,25.0,1.0,4.0
931581,1460388,1,3,1,2,0,0,33.33,1.0,0.0
940973,1064812,0,2,1,2,0,0,0.0,0.0,0.0
940973,1108375,2,1,1,0,0,0,200.0,2.0,0.0
931581,1312645,2,2,1,0,0,0,100.0,2.0,0.0
942645,481896,0,1,1,1,0,1,0.0,0.0,1.0
956871,1070183,6,4,1,1,1,0,150.0,6.0,0.0
956871,974175,15,8,1,2,3,0,187.5,15.0,0.0
956871,823509,7,7,1,3,1,0,100.0,7.0,0.0
956871,802575,17,13,1,5,2,0,130.77,17.0,0.0
956871,326016,3,5,1,2,0,0,60.0,3.0,0.0
942645,1125976,0,2,1,2,0,0,0.0,0.0,0.0
942645,550215,0,1,1,1,0,1,0.0,0.0,1.0
942645,390481,1,2,1,1,0,0,50.0,1.0,0.0
940973,1125976,5,7,1,3,0,0,71.43,5.0,0.0
942645,277912,1,2,1,1,0,1,50.0,1.0,2.0
942645,51439,0,1,1,1,0,1,0.0,0.0,1.0
942367,793447,0,1,1,1,0,0,0.0,0.0,0.0
940973,1182529,0,3,1,3,0,0,0.0,0.0,0.0
940973,1175441,12,4,1,2,2,0,300.0,12.0,0.0
940973,1175428,3,2,1,0,0,0,150.0,3.0,0.0
940973,1163695,1,1,1,0,0,0,100.0,1.0,0.0
931581,1350792,30,12,1,2,5,0,250.0,30.0,0.0
931581,1306214,5,4,1,2,1,1,125.0,5.0,4.0
931581,527663,1,3,1,2,0,0,33.33,1.0,0.0
931581,592735,0,2,1,2,0,0,0.0,0.0,0.0
931581,774223,7,4,1,2,1,1,175.0,7.0,4.0
931581,719719,1,3,1,2,0,0,33.33,1.0,0.0
931581,696401,6,5,1,4,1,0,120.0,6.0,0.0
931581,677077,23,12,1,4,3,0,191.67,23.0,0.0
931581,625960,4,8,1,4,0,0,50.0,4.0,0.0
931581,600498,2,2,1,0,0,0,100.0,2.0,0.0
931581,596010,1,3,1,2,0,1,33.33,1.0,3.0
931581,574178,20,7,1,0,3,0,285.71,20.0,0.0
931581,897549,4,2,1,1,1,1,200.0,4.0,2.0
931581,559066,11,8,1,5,2,0,137.5,11.0,0.0
931581,552152,5,2,1,0,1,0,250.0,5.0,0.0
931581,550235,5,3,1,1,1,0,166.67,5.0,0.0
931581,537126,2,3,1,1,0,0,66.67,2.0,0.0
931581,533042,1,2,1,1,0,0,50.0,1.0,0.0
931581,530773,0,1,1,1,0,1,0.0,0.0,1.0
931581,530011,12,7,1,1,1,0,171.43,12.0,0.0
931581,777537,9,4,1,1,2,0,225.0,9.0,0.0
931581,906783,8,3,1,1,2,0,266.67,8.0,0.0
931581,1216159,2,2,1,0,0,0,100.0,2.0,0.0
931581,1138316,13,6,1,2,3,0,216.67,13.0,0.0
931581,1175496,12,7,1,1,1,1,171.43,12.0,7.0
931581,1175428,6,3,1,0,1,0,200.0,6.0,0.0
931581,1175423,3,6,1,3,0,0,50.0,3.0,0.0
931581,1168641,2,3,1,1,0,0,66.67,2.0,0.0
931581,1161489,19,5,1,0,3,0,380.0,19.0,0.0
931581,1159720,34,12,1,2,6,0,283.33,34.0,0.0
931581,1159711,2,2,1,0,0,0,100.0,2.0,0.0
931581,1131754,2,3,1,1,0,0,66.67,2.0,0.0
931581,917213,12,9,1,4,2,0,133.33,12.0,0.0
931581,1083128,9,4,1,0,1,0,225.0,9.0,0.0
931581,1083030,17,5,1,0,3,0,340.0,17.0,0.0
931581,1079470,15,5,1,1,3,1,300.0,15.0,5.0
931581,1070196,8,4,1,1,1,0,200.0,8.0,0.0
931581,1070183,18,11,1,4,2,0,163.64,18.0,0.0
931581,1048739,1,1,1,0,0,0,100.0,1.0,0.0
931581,971349,5,5,1,3,1,0,100.0,5.0,0.0
1123718,1070196,0,1,1,1,0,0,0.0,0.0,0.0
1123718,1194795,1,2,1,1,0,0,50.0,1.0,0.0
1123718,1460388,1,2,1,1,0,0,50.0,1.0,0.0
1254269,604527,0,1,1,1,0,1,0.0,0.0,1.0
1201520,1194795,2,4,1,2,0,0,50.0,2.0,0.0
1201520,1182529,1,2,1,1,0,0,50.0,1.0,0.0
1201520,1138316,1,2,1,1,0,0,50.0,1.0,0.0
1201520,940973,6,3,1,0,1,0,200.0,6.0,0.0
1201520,928067,11,4,1,0,2,0,275.0,11.0,0.0
1201520,822553,4,4,1,1,0,0,100.0,4.0,0.0
1201520,793463,7,2,1,0,1,0,350.0,7.0,0.0
1201520,537119,4,5,1,1,0,1,80.0,4.0,5.0
1201520,475281,5,10,1,6,0,0,50.0,5.0,0.0
1201520,390481,1,4,1,3,0,0,25.0,1.0,0.0
1194959,1194795,1,3,1,2,0,1,33.33,1.0,3.0
1194959,1182529,14,6,1,3,3,0,233.33,14.0,0.0
1194959,1175428,8,7,1,2,1,0,114.29,8.0,0.0
1194959,942645,20,10,1,4,4,0,200.0,20.0,0.0
1194959,662973,6,3,1,0,1,0,200.0,6.0,0.0
1194959,554691,2,4,1,2,0,1,50.0,2.0,4.0
1194959,311592,10,2,1,0,2,0,500.0,10.0,0.0
1206039,594322,0,1,1,1,0,0,0.0,0.0,0.0
1206039,625383,1,1,1,0,0,0,100.0,1.0,0.0
1206039,694211,3,2,1,0,0,0,150.0,3.0,0.0
1206495,261354,0,3,1,3,0,0,0.0,0.0,0.0
1209292,390484,0,1,1,1,0,1,0.0,0.0,1.0
1209292,330902,1,1,1,0,0,0,100.0,1.0,0.0
1209292,51439,1,2,1,1,0,0,50.0,1.0,0.0
1207295,1108375,1,3,1,2,0,1,33.33,1.0,3.0
1207295,940973,2,3,1,2,0,1,66.67,2.0,3.0
1207295,596010,0,1,1,1,0,1,0.0,0.0,1.0
1206495,625383,0,1,1,1,0,0,0.0,0.0,0.0
1206052,1312645,1,2,1,1,0,0,50.0,1.0,0.0
1206039,971349,1,2,1,1,0,0,50.0,1.0,0.0
1206052,1161489,13,4,1,0,2,0,325.0,13.0,0.0
1206052,1108375,6,5,1,4,1,1,120.0,6.0,5.0
1206052,942645,0,1,1,1,0,1,0.0,0.0,1.0
1206052,662973,0,1,1,1,0,1,0.0,0.0,1.0
1206052,559235,1,2,1,1,0,0,50.0,1.0,0.0
1206052,438362,1,1,1,0,0,0,100.0,1.0,0.0
1206039,1246518,3,7,1,4,0,0,42.86,3.0,0.0
1194959,234675,6,4,1,1,1,0,150.0,6.0,0.0
1182529,1206039,2,1,1,0,0,0,200.0,2.0,0.0
1182529,1194795,7,5,1,1,1,0,140.0,7.0,0.0
1175496,1159720,0,2,1,2,0,0,0.0,0.0,0.0
1175496,1460529,9,6,1,0,0,0,150.0,9.0,0.0
1175496,1350768,10,11,1,4,1,1,90.91,10.0,11.0
1175496,1211825,5,2,1,0,1,0,250.0,5.0,0.0
1175496,1194795,12,7,1,3,2,0,171.43,12.0,0.0
1175496,1182529,4,4,1,1,0,0,100.0,4.0,0.0
1175496,1175441,7,9,1,4,0,1,77.78,7.0,9.0
1175496,1175428,8,7,1,2,0,0,114.29,8.0,0.0
1175496,1138316,4,4,1,3,1,1,100.0,4.0,4.0
1176959,234675,0,2,1,2,0,1,0.0,0.0,2.0
1175496,1125976,0,3,1,3,0,1,0.0,0.0,3.0
1175496,1108375,3,5,1,3,0,0,60.0,3.0,0.0
1175496,1064812,23,12,1,3,3,0,191.67,23.0,0.0
1175496,974175,7,3,1,1,1,0,233.33,7.0,0.0
1175496,926851,8,4,1,1,1,0,200.0,8.0,0.0
1175496,897549,1,1,1,0,0,0,100.0,1.0,0.0
1175496,677077,0,2,1,2,0,1,0.0,0.0,2.0
1176959,230558,4,1,1,0,1,0,400.0,4.0,0.0
1176959,625371,0,1,1,1,0,1,0.0,0.0,1.0
1182529,1159843,0,2,1,2,0,1,0.0,0.0,2.0
1182529,390481,0,1,1,1,0,1,0.0,0.0,1.0
1182529,1108375,0,5,1,5,0,0,0.0,0.0,0.0
1182529,1070196,4,2,1,1,1,1,200.0,4.0,2.0
1182529,926851,0,1,1,1,0,1,0.0,0.0,1.0
1182529,559235,0,2,1,2,0,0,0.0,0.0,0.0
1182529,554691,1,4,1,3,0,0,25.0,1.0,0.0
1182529,489889,2,2,1,0,0,0,100.0,2.0,0.0
1182529,430246,0,1,1,1,0,1,0.0,0.0,1.0
1182529,326016,0,1,1,1,0,0,0.0,0.0,0.0
1176959,625383,1,1,1,0,0,0,100.0,1.0,0.0
1182529,288284,0,2,1,2,0,0,0.0,0.0,0.0
1182529,230558,1,2,1,1,0,0,50.0,1.0,0.0
1182529,32966,1,1,1,0,0,0,100.0,1.0,0.0
1176959,1350792,12,4,1,0,2,0,300.0,12.0,0.0
1176959,1206039,1,1,1,0,0,0,100.0,1.0,0.0
1176959,1175496,6,1,1,0,1,0,600.0,6.0,0.0
1176959,1108375,1,3,1,2,0,1,33.33,1.0,3.0
1209292,481896,1,4,1,3,0,1,25.0,1.0,4.0
1209292,493773,1,2,1,1,0,0,50.0,1.0,0.0
1209292,696401,0,1,1,1,0,0,0.0,0.0,0.0
1252585,288284,5,4,1,2,1,0,125.0,5.0,0.0
1252585,625371,0,1,1,1,0,1,0.0,0.0,1.0
1252585,594322,10,5,1,3,2,0,200.0,10.0,0.0
1252585,559235,1,2,1,1,0,0,50.0,1.0,0.0
1252585,489889,20,5,1,0,3,0,400.0,20.0,0.0
1252585,390481,3,3,1,0,0,0,100.0,3.0,0.0
1252585,379504,11,3,1,0,2,0,366.67,11.0,0.0
1252585,326016,7,2,1,0,1,0,350.0,7.0,0.0
1252585,276298,3,2,1,0,0,0,150.0,3.0,0.0
1252585,696401,1,1,1,0,0,0,100.0,1.0,0.0
1252585,236779,11,3,1,0,2,0,366.67,11.0,0.0
1252585,230558,3,4,1,1,0,0,75.0,3.0,0.0
1252585,32966,2,3,1,1,0,0,66.67,2.0,0.0
1252585,8917,2,3,1,1,0,0,66.67,2.0,0.0
1252370,1206039,3,5,1,2,0,1,60.0,3.0,5.0
1252370,1159843,9,6,1,0,1,0,150.0,9.0,0.0
1252370,1076713,1,2,1,1,0,0,50.0,1.0,0.0
1252585,694211,3,3,1,1,0,0,100.0,3.0,0.0
1252585,793463,0,2,1,2,0,1,0.0,0.0,2.0
1252370,272477,13,11,1,6,2,0,118.18,13.0,0.0
1252585,1206039,5,2,1,0,1,0,250.0,5.0,0.0
1254269,527663,0,1,1,1,0,1,0.0,0.0,1.0
1254269,447261,1,3,1,2,0,0,33.33,1.0,0.0
1254269,390484,1,1,1,0,0,0,100.0,1.0,0.0
1254269,390481,9,4,1,0,1,0,225.0,9.0,0.0
1254269,326016,5,2,1,0,1,0,250.0,5.0,0.0
1254269,299572,2,2,1,0,0,0,100.0,2.0,0.0
1254269,265564,8,4,1,1,1,0,200.0,8.0,0.0
1252585,1161489,1,1,1,0,0,0,100.0,1.0,0.0
1252585,819429,3,2,1,0,0,0,150.0,3.0,0.0
1252585,1159720,0,1,1,1,0,1,0.0,0.0,1.0
1252585,1125976,3,4,1,2,0,0,75.0,3.0,0.0
1252585,1108375,1,3,1,2,0,0,33.33,1.0,0.0
1252585,942645,11,5,1,2,2,1,220.0,11.0,5.0
1252585,926851,1,1,1,0,0,0,100.0,1.0,0.0
1252585,917159,1,1,1,0,0,0,100.0,1.0,0.0
1252585,822553,0,1,1,1,0,1,0.0,0.0,1.0
1252370,288992,20,8,1,1,4,0,250.0,20.0,0.0
1252370,32966,23,13,1,4,4,0,176.92,23.0,0.0
1209292,802575,2,1,1,0,0,0,200.0,2.0,0.0
1244751,311592,5,4,1,2,1,1,125.0,5.0,4.0
1244751,940973,1,2,1,1,0,0,50.0,1.0,0.0
1244751,822553,1,1,1,0,0,0,100.0,1.0,0.0
1244751,554691,1,2,1,1,0,0,50.0,1.0,0.0
1244751,502714,0,1,1,1,0,1,0.0,0.0,1.0
1244751,497121,7,4,1,2,1,0,175.0,7.0,0.0
1244751,447261,1,1,1,0,0,0,100.0,1.0,0.0
1244751,390481,14,7,1,0,1,0,200.0,14.0,0.0
1244751,234675,2,3,1,1,0,0,66.67,2.0,0.0
1244751,1125976,1,1,1,0,0,0,100.0,1.0,0.0
1213979,1294342,0,1,1,1,0,1,0.0,0.0,1.0
1213979,822553,0,1,1,1,0,0,0.0,0.0,0.0
1209292,1246528,0,1,1,1,0,1,0.0,0.0,1.0
1209292,1125976,0,6,1,6,0,1,0.0,0.0,6.0
1209292,1070196,1,1,1,0,0,0,100.0,1.0,0.0
1209292,942645,1,3,1,2,0,0,33.33,1.0,0.0
1209292,930189,1,1,1,0,0,0,100.0,1.0,0.0
1244751,955235,0,1,1,1,0,1,0.0,0.0,1.0
1244751,1159711,1,5,1,4,0,1,20.0,1.0,5.0
1246528,784379,0,1,1,1,0,1,0.0,0.0,1.0
1246518,1209292,2,3,1,1,0,0,66.67,2.0,0.0
1246528,700167,7,2,1,0,1,0,350.0,7.0,0.0
1246528,430246,0,1,1,1,0,0,0.0,0.0,0.0
1246528,391485,1,1,1,0,0,0,100.0,1.0,0.0
1246528,277912,12,5,1,2,2,0,240.0,12.0,0.0
1246528,276298,0,1,1,1,0,0,0.0,0.0,0.0
1246528,232364,3,4,1,2,0,0,75.0,3.0,0.0
1246518,1312645,1,2,1,1,0,1,50.0,1.0,2.0
1246518,1159720,4,3,1,2,1,1,133.33,4.0,3.0
1244751,1161489,16,10,1,2,1,0,160.0,16.0,0.0
1246518,1138316,1,1,1,0,0,0,100.0,1.0,0.0
1246518,917159,1,1,1,0,0,0,100.0,1.0,0.0
1246518,481896,0,1,1,1,0,0,0.0,0.0,0.0
1246518,447261,1,3,1,2,0,0,33.33,1.0,0.0
1246518,234675,3,4,1,1,0,0,75.0,3.0,0.0
1246518,8917,4,8,1,4,0,1,50.0,4.0,8.0
1244751,1182529,1,4,1,3,0,1,25.0,1.0,4.0
1175496,669855,11,5,1,0,2,0,220.0,11.0,0.0
1175496,662973,12,7,1,3,2,0,171.43,12.0,0.0
1175496,625383,2,2,1,0,0,0,100.0,2.0,0.0
1175485,379504,11,4,1,1,2,0,275.0,11.0,0.0
1175485,669855,2,3,1,1,0,0,66.67,2.0,0.0
1175485,528067,2,2,1,0,0,0,100.0,2.0,0.0
1175485,481896,5,3,1,1,1,1,166.67,5.0,3.0
1175485,461632,24,5,1,0,5,0,480.0,24.0,0.0
1175485,439952,0,2,1,2,0,1,0.0,0.0,2.0
1175485,391485,2,4,1,2,0,0,50.0,2.0,0.0
1175485,390484,13,6,1,3,2,0,216.67,13.0,0.0
1175485,376116,8,2,1,0,2,0,400.0,8.0,0.0
1175485,700167,17,7,1,1,3,0,242.86,17.0,0.0
1175485,355269,0,1,1,1,0,1,0.0,0.0,1.0
1175485,330902,1,1,1,0,0,0,100.0,1.0,0.0
1175485,288284,9,6,1,2,1,1,150.0,9.0,6.0
1175485,272477,5,2,1,0,1,0,250.0,5.0,0.0
1175485,272465,1,1,1,0,0,0,100.0,1.0,0.0
1175485,272450,8,4,1,1,1,1,200.0,8.0,4.0
1175485,232364,0,1,1,1,0,1,0.0,0.0,1.0
1175485,677077,1,1,1,0,0,0,100.0,1.0,0.0
1175485,719715,1,2,1,1,0,0,50.0,1.0,0.0
1175485,30288,2,3,1,1,0,1,66.67,2.0,3.0
1175485,1131754,9,5,1,2,1,0,180.0,9.0,0.0
1175485,1209292,11,6,1,1,2,0,183.33,11.0,0.0
1175485,1182529,2,2,1,0,0,0,100.0,2.0,0.0
1175485,1175496,0,2,1,2,0,2,0.0,0.0,1.0
1175485,1168641,2,2,1,0,0,0,100.0,2.0,0.0
1175485,1159720,5,2,1,0,1,0,250.0,5.0,0.0
1175485,1159711,0,2,1,2,0,1,0.0,0.0,2.0
1175485,1148776,1,2,1,1,0,0,50.0,1.0,0.0
1175485,1111917,7,5,1,0,0,0,140.0,7.0,0.0
1175485,793463,5,2,1,0,1,0,250.0,5.0,0.0
1175485,1083030,3,5,1,3,0,0,60.0,3.0,0.0
1175485,1079848,7,4,1,1,1,1,175.0,7.0,4.0
1175485,1076713,1,3,1,2,0,0,33.33,1.0,0.0
1175485,1048739,1,1,1,0,0,0,100.0,1.0,0.0
1175485,961713,2,3,1,1,0,0,66.67,2.0,0.0
1175485,822553,2,2,1,0,0,0,100.0,2.0,0.0
1175485,819429,0,1,1,1,0,0,0.0,0.0,0.0
1175485,56143,3,6,1,3,0,0,50.0,3.0,0.0
1175485,4864,1,2,1,1,0,0,50.0,1.0,0.0
1175485,1350792,1,3,1,2,0,0,33.33,1.0,0.0
1175456,475281,1,2,1,1,0,0,50.0,1.0,0.0
1175456,554691,15,6,1,1,2,0,250.0,15.0,0.0
1175456,552152,24,11,1,4,4,0,218.18,24.0,0.0
1175456,550215,8,5,1,1,1,0,160.0,8.0,0.0
1175456,502714,7,5,1,1,1,1,140.0,7.0,5.0
1175456,489889,11,5,1,2,2,0,220.0,11.0,0.0
1175456,481979,8,3,1,1,2,0,266.67,8.0,0.0
1175456,481896,18,6,1,1,3,0,300.0,18.0,0.0
1175456,471342,0,1,1,1,0,1,0.0,0.0,1.0
1175456,625371,17,7,1,1,3,0,242.86,17.0,0.0
1175456,461632,19,8,1,2,3,0,237.5,19.0,0.0
1175456,447261,9,5,1,2,2,0,180.0,9.0,0.0
1175456,390481,7,4,1,2,1,1,175.0,7.0,4.0
1175456,330902,2,3,1,2,0,1,66.67,2.0,3.0
1175456,311592,10,5,1,1,2,0,200.0,10.0,0.0
1175456,276298,7,4,1,2,1,1,175.0,7.0,4.0
1175456,234675,5,6,1,2,0,0,83.33,5.0,0.0
1175456,559235,19,8,1,2,3,0,237.5,19.0,0.0
1175456,625383,7,6,1,4,1,0,116.67,7.0,0.0
1175456,1460529,5,4,1,2,1,1,125.0,5.0,4.0
1175456,1125688,19,6,1,1,4,0,316.67,19.0,0.0
1175456,1460385,1,1,1,0,0,0,100.0,1.0,0.0
1175456,1244751,20,7,1,2,4,0,285.71,20.0,0.0
1175456,1194795,22,5,1,1,4,0,440.0,22.0,0.0
1175456,1182529,8,6,1,2,1,1,133.33,8.0,6.0
1175456,1175458,1,4,1,3,0,1,25.0,1.0,4.0
1175456,1175428,6,4,1,1,1,0,150.0,6.0,0.0
1175456,1131754,10,4,1,0,2,0,250.0,10.0,0.0
1175456,1108375,8,5,1,2,1,0,160.0,8.0,0.0
1175456,669855,0,1,1,1,0,1,0.0,0.0,1.0
1175456,974175,6,4,1,1,1,0,150.0,6.0,0.0
1175456,940973,14,9,1,6,3,0,155.56,14.0,0.0
1175456,926851,4,7,1,6,1,0,57.14,4.0,0.0
1175456,822553,3,3,1,1,0,1,100.0,3.0,3.0
1175456,802575,1,4,1,3,0,1,25.0,1.0,4.0
1175456,793463,5,3,1,1,1,1,166.67,5.0,3.0
1175456,694211,2,3,1,1,0,0,66.67,2.0,0.0
1175485,1306214,1,1,1,0,0,0,100.0,1.0,0.0
1175488,30288,6,3,1,0,1,0,200.0,6.0,0.0
1175496,596010,6,4,1,1,1,0,150.0,6.0,0.0
1175489,793463,14,4,1,1,2,0,350.0,14.0,0.0
1175489,1125976,10,5,1,0,1,0,200.0,10.0,0.0
1175489,1125688,1,1,1,0,0,0,100.0,1.0,0.0
1175489,1064812,5,6,1,2,0,0,83.33,5.0,0.0
1175489,971349,1,2,1,1,0,0,50.0,1.0,0.0
1175489,942645,0,1,1,1,0,1,0.0,0.0,1.0
1175489,926851,0,1,1,1,0,1,0.0,0.0,1.0
1175489,819429,22,8,1,0,4,0,275.0,22.0,0.0
1175489,777515,0,1,1,1,0,0,0.0,0.0,0.0
1175489,1182529,8,3,1,0,1,0,266.67,8.0,0.0
