player_id,player_name,link,player_google_links,player_wikipedia_link,preferenced_player_name,full name,batting,bowling,,,nationality,role
959767, R Ravindra          , https://www.espncricinfo.com/cricketers/r-ravindra-959767           , https://www.google.com/search?q=site:wikipedia.org+R Ravindra+cricket+Player          , https://en.wikipedia.org/wiki/Rachin_Ravindra                       , Rachin Ravindra        ,                                                    , Left-handed , Slow left-arm orthodox                    ,,, New Zealand (2021–present),Batter
974087, Rahmanullah Gurbaz  , https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087   , https://www.google.com/search?q=site:wikipedia.org+Rahmanullah Gurbaz+cricket+Player  , https://en.wikipedia.org/wiki/Rahmanullah_Gurbaz                    , Rahmanullah Gurbaz     ,                                                    , Right-handed,                                           ,,, Afghanistan (2019–present),Wicketkeeper-batsman
974109, Mujeeb Ur Rahman    , https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109     , https://www.google.com/search?q=site:wikipedia.org+Mujeeb Ur Rahman+cricket+Player    , https://en.wikipedia.org/wiki/Mujeeb_Ur_Rahman                      , Mujeeb Ur Rahman       , Mujeeb Ur Rahman Zadran                            , Right-handed, Right-arm off break                       ,,, Afghanistan (2017–present),Bowler
974175, Fazalhaq Farooqi    , https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175     , https://www.google.com/search?q=site:wikipedia.org+Fazalhaq Farooqi+cricket+Player    , https://en.wikipedia.org/wiki/Fazalhaq_Farooqi                      , Fazalhaq Farooqi       ,                                                    , Right-handed, Left-arm fast                             ,,, Afghanistan (2021–present),Bowler
1048739, R Sai Kishore       , https://www.espncricinfo.com/cricketers/r-sai-kishore-1048739       , https://www.google.com/search?q=site:wikipedia.org+R Sai Kishore+cricket+Player       , https://en.wikipedia.org/wiki/Sai_Kishore                           , Sai Kishore            , Ravisrinivasan Sai Kishore                         , Left-handed , Slow left-arm orthodox                    ,,, India (2023–present),All-rounder
1050545, XC Bartlett         , https://www.espncricinfo.com/cricketers/xc-bartlett-1050545         , https://www.google.com/search?q=site:wikipedia.org+XC Bartlett+cricket+Player         , https://en.wikipedia.org/wiki/Xavier_Bartlett                       , Xavier Bartlett        , Xavier Colin Bartlett                              , Right-handed, Right-arm fast-medium                     ,,, Australia (2024–present),Bowler
1057399, MS Bhandage         , https://www.espncricinfo.com/cricketers/ms-bhandage-1057399         , https://www.google.com/search?q=site:wikipedia.org+MS Bhandage+cricket+Player         , https://en.wikipedia.org/wiki/Manoj_Bhandage                        , Manoj Bhandage         , Manoj Shivaramsa Bhandage                          , Left-handed , Right-arm medium-fast                     ,,, ,All-rounder
1060380, RD Gaikwad          , https://www.espncricinfo.com/cricketers/rd-gaikwad-1060380          , https://www.google.com/search?q=site:wikipedia.org+RD Gaikwad+cricket+Player          , https://en.wikipedia.org/wiki/Ruturaj_Gaikwad                       , Ruturaj Gaikwad        , Ruturaj Dashrat Gaikwad                            , Right-handed, Right arm off break                       ,,, India (2021-present),Top-order
1064812, RD Chahar           , https://www.espncricinfo.com/cricketers/rd-chahar-1064812           , https://www.google.com/search?q=site:wikipedia.org+RD Chahar+cricket+Player           , https://en.wikipedia.org/wiki/Rahul_Chahar                          , Rahul Chahar           , Rahul Desraj Chahar                                , Right-handed, Right-arm leg break                       ,,, India (2019–present),Bowler
1070173, Shubman Gill        , https://www.espncricinfo.com/cricketers/shubman-gill-1070173        , https://www.google.com/search?q=site:wikipedia.org+Shubman Gill+cricket+Player        , https://en.wikipedia.org/wiki/Shubman_Gill                          , Shubman Gill           , Shubman Gill                                       , Right-handed, Right-arm off break                       ,,, India (2019–present),Middle-order
1070183, Abhishek Sharma     , https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183     , https://www.google.com/search?q=site:wikipedia.org+Abhishek Sharma+cricket+Player     , https://en.wikipedia.org/wiki/Abhishek_Sharma                       , Abhishek Sharma        ,                                                    , Left-handed , Slow left-arm orthodox                    ,,, India (2024–present),Batter
1070196, Yash Thakur         , https://www.espncricinfo.com/cricketers/yash-thakur-1070196         , https://www.google.com/search?q=site:wikipedia.org+Yash Thakur+cricket+Player         , https://en.wikipedia.org/wiki/Yash_Thakur                           , Yash Thakur            , Yash Ravisingh Thakur                              ,             , Right-arm fast-medium                     ,,, ,Bowler
1070665, D Brevis            , https://www.espncricinfo.com/cricketers/d-brevis-1070665            , https://www.google.com/search?q=site:wikipedia.org+D Brevis+cricket+Player            , https://en.wikipedia.org/wiki/Dewald_Brevis                         , Dewald Brevis          ,                                                    , Right-handed, Right-arm leg-break                       ,,, South Africa,Batter
1079434, R Parag             , https://www.espncricinfo.com/cricketers/r-parag-1079434             , https://www.google.com/search?q=site:wikipedia.org+R Parag+cricket+Player             , https://en.wikipedia.org/wiki/Riyan_Parag                           , Riyan Parag            ,Riyan Parag Das                                  , Right-handed, Right-arm leg break Right-arm off break   ,,, India (2024–present),Top-order
1079470, Ramandeep Singh     , https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470     , https://www.google.com/search?q=site:wikipedia.org+Ramandeep Singh+cricket+Player     , https://en.wikipedia.org/wiki/Ramandeep_Singh_(cricketer)           , Ramandeep Singh        ,                                                    , Right-handed, Right-arm medium                          ,,, India (2024),Middle-order
1079839, AS Roy              , https://www.espncricinfo.com/cricketers/as-roy-1079839              , https://www.google.com/search?q=site:wikipedia.org+AS Roy+cricket+Player              , https://en.wikipedia.org/wiki/Anukul_Roy                            , Anukul Roy             , Anukul Sudhakar Roy                                , Left-handed , Slow left-arm orthodox                    ,,, ,All-rounder
1083033, K Khejroliya        , https://www.espncricinfo.com/cricketers/k-khejroliya-1083033        , https://www.google.com/search?q=site:wikipedia.org+K Khejroliya+cricket+Player        , https://en.wikipedia.org/wiki/Kulwant_Khejroliya                    , Kulwant Khejroliya     ,                                                    , Left-handed , Left-arm medium-fast                      ,,, ,Bowler
1108375, CV Varun            , https://www.espncricinfo.com/cricketers/cv-varun-1108375            , https://www.google.com/search?q=site:wikipedia.org+CV Varun+cricket+Player            , https://en.wikipedia.org/wiki/Varun_Chakravarthy                    , Varun Chakravarthy     , Varun Chakaravarthy Vinod                          , Right-handed, Right-arm leg break googly                ,,, India (2021–present),Bowler
1119026, D Padikkal          , https://www.espncricinfo.com/cricketers/d-padikkal-1119026          , https://www.google.com/search?q=site:wikipedia.org+D Padikkal+cricket+Player          , https://en.wikipedia.org/wiki/Devdutt_Padikkal                      , Devdutt Padikkal       ,                                                    , Left-handed , Right-arm off break                       ,,, India (2021-present),Top-order
1123718, SH Johnson          , https://www.espncricinfo.com/cricketers/sh-johnson-1123718          , https://www.google.com/search?q=site:wikipedia.org+SH Johnson+cricket+Player          , https://en.wikipedia.org/wiki/Spencer_Johnson_(cricketer)           , Spencer Johnson        , Spencer Henry Johnson                              , Left-handed , Left-arm fast                             ,,, Australia (2023–present),Bowler
1125688, Mukesh Choudhary    , https://www.espncricinfo.com/cricketers/mukesh-choudhary-1125688    , https://www.google.com/search?q=site:wikipedia.org+Mukesh Choudhary+cricket+Player    , https://en.wikipedia.org/wiki/Mukesh_Choudhary                      , Mukesh Choudhary       , Mukesh Choudhary                                   , Left-handed , Left arm medium                           ,,, ,Bowler
1125958, A Taide             , https://www.espncricinfo.com/cricketers/a-taide-1125958             , https://www.google.com/search?q=site:wikipedia.org+A Taide+cricket+Player             , https://en.wikipedia.org/wiki/Atharva_Taide                         , Atharva Taide          ,                                                    , Left-handed , Left-arm orthodox                         ,,, ,Top-order
1125976, Arshdeep Singh      , https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976      , https://www.google.com/search?q=site:wikipedia.org+Arshdeep Singh+cricket+Player      , https://en.wikipedia.org/wiki/Arshdeep_Singh_(cricketer)            , Arshdeep Singh         ,                                                    , Left-handed , Left-arm medium-fast                      ,,, India (2022–present),Bowler
1131570, UM Patel            , https://www.espncricinfo.com/cricketers/um-patel-1131570            , https://www.google.com/search?q=site:wikipedia.org+UM Patel+cricket+Player            , https://en.wikipedia.org/wiki/Urvil_Patel                           , Urvil Patel            , Urvil Mukesh Patel                                 , Right handed,                                           ,,, ,Wicketkeeper-batsman
1131754, C Sakariya          , https://www.espncricinfo.com/cricketers/c-sakariya-1131754          , https://www.google.com/search?q=site:wikipedia.org+C Sakariya+cricket+Player          , https://en.wikipedia.org/wiki/Chetan_Sakariya                       , Chetan Sakariya        ,                                                    , Left-handed , Left-arm medium-fast                      ,,, India (2021),Bowler
1131978, AR Sharma           , https://www.espncricinfo.com/cricketers/ar-sharma-1131978           , https://www.google.com/search?q=site:wikipedia.org+AR Sharma+cricket+Player           , https://en.wikipedia.org/wiki/Arun_Sharma_(Punjab_cricketer)        , Arun Sharma            , Arun Kumar Sharma                                  , Right-handed,                                           ,,, ,Wicketkeeper-batsman
1138316, M Theekshana        , https://www.espncricinfo.com/cricketers/m-theekshana-1138316        , https://www.google.com/search?q=site:wikipedia.org+M Theekshana+cricket+Player        , https://en.wikipedia.org/wiki/Maheesh_Theekshana                    , Maheesh Theekshana     , Morawakage Maheesh Theekshana                      , Right-handed, Right-arm off break                       ,,, Sri Lanka (2021-present),Bowler
1151270, A Badoni            , https://www.espncricinfo.com/cricketers/a-badoni-1151270            , https://www.google.com/search?q=site:wikipedia.org+A Badoni+cricket+Player            , https://en.wikipedia.org/wiki/Ayush_Badoni                          , Ayush Badoni           ,                                                    , Right-handed, Right arm off break                       ,,, ,Batter
1151273, N Wadhera           , https://www.espncricinfo.com/cricketers/n-wadhera-1151273           , https://www.google.com/search?q=site:wikipedia.org+N Wadhera+cricket+Player           , https://en.wikipedia.org/wiki/Nehal_Wadhera                         , Nehal Wadhera          ,                                                    , Left-handed , Right-arm Legbreak                        ,,, ,Top-order
1151278, YBK Jaiswal         , https://www.espncricinfo.com/cricketers/ybk-jaiswal-1151278         , https://www.google.com/search?q=site:wikipedia.org+YBK Jaiswal+cricket+Player         , https://en.wikipedia.org/wiki/Yashasvi_Jaiswal                      , Yashasvi Jaiswal       ,                                                    , Left-handed , Right-arm leg break                       ,,, India (2023–present),Top-order
1151286, M Siddharth         , https://www.espncricinfo.com/cricketers/m-siddharth-1151286         , https://www.google.com/search?q=site:wikipedia.org+M Siddharth+cricket+Player         , https://en.wikipedia.org/wiki/Manimaran_Siddharth                   , Manimaran Siddharth    ,                                                    , Right-handed, Slow left arm orthodox                    ,,, ,Bowler
1151288, B Sai Sudharsan     , https://www.espncricinfo.com/cricketers/b-sai-sudharsan-1151288     , https://www.google.com/search?q=site:wikipedia.org+B Sai Sudharsan+cricket+Player     , https://en.wikipedia.org/wiki/Sai_Sudharsan                         , Sai Sudharsan          , Bhardwaj Sai Sudharsan                             , Left-handed , Right-arm leg break                       ,,, India (2023–present),Top-order
1159711, Shahbaz Ahmed       , https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711       , https://www.google.com/search?q=site:wikipedia.org+Shahbaz Ahmed+cricket+Player       , https://en.wikipedia.org/wiki/Shahbaz_Ahmed_(cricketer)             , Shahbaz Ahmed          ,                                                    , Left-handed , Slow left-arm orthodox                    ,,, India,All-rounder
1159720, Yash Dayal          , https://www.espncricinfo.com/cricketers/yash-dayal-1159720          , https://www.google.com/search?q=site:wikipedia.org+Yash Dayal+cricket+Player          , https://en.wikipedia.org/wiki/Yash_Dayal                            , Yash Dayal             ,                                                    , Right-handed, Left arm fast-medium                      ,,, ,Bowler
1159722, Simarjeet Singh     , https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722     , https://www.google.com/search?q=site:wikipedia.org+Simarjeet Singh+cricket+Player     , https://en.wikipedia.org/wiki/Simarjeet_Singh                       , Simarjeet Singh        ,                                                    , Right handed, Right arm medium fast                     ,,, ,Bowler
1159843, K Kartikeya         , https://www.espncricinfo.com/cricketers/k-kartikeya-1159843         , https://www.google.com/search?q=site:wikipedia.org+K Kartikeya+cricket+Player         , https://en.wikipedia.org/wiki/Kumar_Kartikeya                       , Kumar Kartikeya Singh  , Kumar Kartikeya Singh                              , Right-handed, Slow Left arm Orthodox Left arm Wrist spin,,, ,Bowler
1161024, Prabhsimran Singh   , https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024   , https://www.google.com/search?q=site:wikipedia.org+Prabhsimran Singh+cricket+Player   , https://en.wikipedia.org/wiki/Prabhsimran_Singh                     , Prabhsimran Singh      ,                                                    , Right-handed,                                           ,,, ,Wicketkeeper-batsman
1161050,                     ,                                                                     ,                                                                                       ,                                                                     ,                        ,                                                    ,Left hand Bat,                                           ,,, ,Top-order
1161489, Rasikh Salam        , https://www.espncricinfo.com/cricketers/rasikh-salam-1161489        , https://www.google.com/search?q=site:wikipedia.org+Rasikh Salam+cricket+Player        , https://en.wikipedia.org/wiki/Rasikh_Salam_Dar                      , Rasikh Salam           , Rasikh Salam Dar [ 1 ]                             , Right-handed, Right-arm fast medium                     ,,, ,Bowler
1168049, J Fraser-McGurk     , https://www.espncricinfo.com/cricketers/j-frasermcgurk-1168049      , https://www.google.com/search?q=site:wikipedia.org+J Fraser-McGurk+cricket+Player     , https://en.wikipedia.org/wiki/Jake_Fraser-McGurk                    , Jake Fraser-McGurk     , Jake Matthew Fraser-McGurk                         , Right-handed, Right-arm leg break                       ,,, Australia (2024–present),Batter
1168641, Harpreet Brar       , https://www.espncricinfo.com/cricketers/harpreet-brar-1168641       , https://www.google.com/search?q=site:wikipedia.org+Harpreet Brar+cricket+Player       , https://en.wikipedia.org/wiki/Harpreet_Brar                         , Harpreet  Brar         ,                                                    , Left-handed , Slow left-arm orthodox                    ,,, ,Bowler
1170265, NT Tilak Varma      , https://www.espncricinfo.com/cricketers/nt-tilak-varma-1170265      , https://www.google.com/search?q=site:wikipedia.org+NT Tilak Varma+cricket+Player      , https://en.wikipedia.org/wiki/Tilak_Varma                           , Tilak Varma            , Namboori Thakur Tilak Varma                        , Left-handed , Right-arm Off-break                       ,,, India (2023–present),Batter
1175428, A Kamboj            , https://www.espncricinfo.com/cricketers/a-kamboj-1175428            , https://www.google.com/search?q=site:wikipedia.org+A Kamboj+cricket+Player            , https://en.wikipedia.org/wiki/Anshul_Kamboj                         , Anshul Kamboj          ,                                                    , Right-handed, Right-arm medium                          ,,, India,All-rounder
1175441, Ravi Bishnoi        , https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441        , https://www.google.com/search?q=site:wikipedia.org+Ravi Bishnoi+cricket+Player        , https://en.wikipedia.org/wiki/Ravi_Bishnoi                          , Ravi Bishnoi           ,                                                    , Right-handed, Right-arm legbreak googly                 ,,, India (2022–present),Bowler
1175456, P Arya              , https://www.espncricinfo.com/cricketers/p-arya-1175456              , https://www.google.com/search?q=site:wikipedia.org+P Arya+cricket+Player              , https://en.wikipedia.org/wiki/Priyansh_Arya                         , Priyansh Arya          ,                                                    , Left-handed , Right-arm offbreak                        ,,, ,Top-order
1175458, Akash Singh         , https://www.espncricinfo.com/cricketers/akash-singh-1175458         , https://www.google.com/search?q=site:wikipedia.org+Akash Singh+cricket+Player         ,"https://en.wikipedia.org/wiki/Akash_Singh_(cricketer,_born_2002)  ", Akash Singh            , Akash Maharaj Singh                                , Right-handed, Left-arm medium-fast                      ,,,                                               ,Bowler
1175485, Abdul Samad         , https://www.espncricinfo.com/cricketers/abdul-samad-1175485         , https://www.google.com/search?q=site:wikipedia.org+Abdul Samad+cricket+Player         , https://en.wikipedia.org/wiki/Abdul_Samad_(Indian_cricketer)        , Abdul Samad            , Abdul Samad Farooq                                 , Right-handed, Right-arm leg break                       ,,, ,Batter
1175488, DC Jurel            , https://www.espncricinfo.com/cricketers/dc-jurel-1175488            , https://www.google.com/search?q=site:wikipedia.org+DC Jurel+cricket+Player            , https://en.wikipedia.org/wiki/Dhruv_Jurel                           , Dhruv  Jurel           , Dhruv Chand Jurel                                  , Right-handed,                                           ,,, India (2024-present),Wicketkeeper-batsman
1175489, Sameer Rizvi        , https://www.espncricinfo.com/cricketers/sameer-rizvi-1175489        , https://www.google.com/search?q=site:wikipedia.org+Sameer Rizvi+cricket+Player        , https://en.wikipedia.org/wiki/Sameer_Rizvi                          , Sameer Rizvi           ,                                                    , Right-handed, Right arm off break                       ,,, ,Batter
1175496, K Nitish Kumar Reddy, https://www.espncricinfo.com/cricketers/k-nitish-kumar-reddy-1175496, https://www.google.com/search?q=site:wikipedia.org+K Nitish Kumar Reddy+cricket+Player, https://en.wikipedia.org/wiki/Nitish_Kumar_Reddy                    , Nitish Kumar Reddy     , Kaki Nitish Kumar Reddy                            , Right-handed, Right-arm medium-fast                     ,,, India (2024–present),Batter
1176959, Akash Deep          , https://www.espncricinfo.com/cricketers/akash-deep-1176959          , https://www.google.com/search?q=site:wikipedia.org+Akash Deep+cricket+Player          , https://en.wikipedia.org/wiki/Akash_Deep                            , Akash Deep             ,                                                    , Right-handed, Right-arm fast-medium                     ,,, India (2024–present),Bowler
1182529, Noor Ahmad          , https://www.espncricinfo.com/cricketers/noor-ahmad-1182529          , https://www.google.com/search?q=site:wikipedia.org+Noor Ahmad+cricket+Player          , https://en.wikipedia.org/wiki/Noor_Ahmad                            , Noor Ahmad             , Noor Ahmad Lakanwal                                , Right-handed, Left-arm unorthodox spin                  ,,, Afghanistan (2022–present),Bowler
1194795, M Pathirana         , https://www.espncricinfo.com/cricketers/m-pathirana-1194795         , https://www.google.com/search?q=site:wikipedia.org+M Pathirana+cricket+Player         , https://en.wikipedia.org/wiki/Matheesha_Pathirana                   , Matheesha Pathirana    ,                                                    , Right-handed, Right-arm fast                            ,,, Sri Lanka (2022–present),Bowler
1194959, JG Bethell          , https://www.espncricinfo.com/cricketers/jg-bethell-1194959          , https://www.google.com/search?q=site:wikipedia.org+JG Bethell+cricket+Player          , https://en.wikipedia.org/wiki/Jacob_Bethell                         , Jacob Bethell          , Jacob Graham Bethell                               , Left-handed , Slow left-arm orthodox                    ,,, England (2024–present),Batter
1206039, A Madhwal           , https://www.espncricinfo.com/cricketers/a-madhwal-1206039           , https://www.google.com/search?q=site:wikipedia.org+A Madhwal+cricket+Player           , https://en.wikipedia.org/wiki/Akash_Madhwal                         , Akash Madhwal          ,                                                    , Right-handed, Right-arm medium-fast                     ,,, ,Bowler
1206052, Yudhvir Singh       , https://www.espncricinfo.com/cricketers/yudhvir-singh-1206052       , https://www.google.com/search?q=site:wikipedia.org+Yudhvir Singh+cricket+Player       , https://en.wikipedia.org/wiki/Yudhvir_Singh_(cricketer)             , Yudhvir Singh          , Yudhvir Singh Charak                               , Right-handed, Right-arm medium-fast                     ,,, ,Bowler
1209126, Ashwani Kumar       , https://www.espncricinfo.com/cricketers/ashwani-kumar-1209126       , https://www.google.com/search?q=site:wikipedia.org+Ashwani Kumar+cricket+Player       , https://en.wikipedia.org/wiki/Ashwani_Kumar_(cricketer)             , Ashwani Kumar          ,                                                    , Left-handed , Left arm medium-fast                      ,,, ,Bowler
1209292, VG Arora            , https://www.espncricinfo.com/cricketers/vg-arora-1209292            , https://www.google.com/search?q=site:wikipedia.org+VG Arora+cricket+Player            , https://en.wikipedia.org/wiki/Vaibhav_Arora                         , Vaibhav Arora          , Vaibhav Gopal Arora                                , Right-handed, Right arm medium-fast                     ,,, ,Bowler
1211825, W O'Rourke          , https://www.espncricinfo.com/cricketers/w-orourke-1211825           , https://www.google.com/search?q=site:wikipedia.org+W O'Rourke+cricket+Player          , https://en.wikipedia.org/wiki/Will_O%27Rourke_(cricketer)           , Will O'Rourke          , William Peter O'Rourke                             , Right-handed, Right-arm fast                            ,,, New Zealand (2023–present),Bowler
1213979, MJ Owen             , https://www.espncricinfo.com/cricketers/mj-owen-1213979             , https://www.google.com/search?q=site:wikipedia.org+MJ Owen+cricket+Player             , https://en.wikipedia.org/wiki/Mitchell_Owen                         , Mitchell Owen          , Mitchell James Owen                                , Right-handed, Right-arm medium                          ,,, Australia,Middle-order
1216159, HS Dubey            , https://www.espncricinfo.com/cricketers/hs-dubey-1216159            , https://www.google.com/search?q=site:wikipedia.org+HS Dubey+cricket+Player            , https://en.wikipedia.org/wiki/Harsh_Dubey                           , Harsh Dubey            , Harsh Surendra Dubey                               , Left-handed , Slow left-arm orthodox                    ,,, ,All-rounder
1244751, Arshad Khan         , https://www.espncricinfo.com/cricketers/arshad-khan-1244751         , https://www.google.com/search?q=site:wikipedia.org+Arshad Khan+cricket+Player         , https://en.wikipedia.org/wiki/Arshad_Khan_(Indian_cricketer)        , Arshad Khan            , Mohd Arshad Khan                                   , Left-handed , Left-arm medium                           ,,, ,All-rounder
1252585, SB Dubey            , https://www.espncricinfo.com/cricketers/sb-dubey-1252585            , https://www.google.com/search?q=site:wikipedia.org+SB Dubey+cricket+Player            , https://en.wikipedia.org/wiki/Shubham_Dubey                         , Shubham Dubey          ,                                                    , Left-handed , Right-arm offbreak                        ,,, ,Middle-order
1277545, Abishek Porel       , https://www.espncricinfo.com/cricketers/abishek-porel-1277545       , https://www.google.com/search?q=site:wikipedia.org+Abishek Porel+cricket+Player       , https://en.wikipedia.org/wiki/Abhishek_Porel                        , Abishek Porel          ,                                                    , Left-handed ,                                           ,,, ,Wicketkeeper-batsman
1287032, Naman Dhir          , https://www.espncricinfo.com/cricketers/naman-dhir-1287032          , https://www.google.com/search?q=site:wikipedia.org+Naman Dhir+cricket+Player          ,                                                                     ,                        ,                                                    ,Right hand Bat,Right arm Offbreak,,, ,Top-order
1292495, A Raghuvanshi       , https://www.espncricinfo.com/cricketers/a-raghuvanshi-1292495       , https://www.google.com/search?q=site:wikipedia.org+A Raghuvanshi+cricket+Player       , https://en.wikipedia.org/wiki/Angkrish_Raghuvanshi                  , Angkrish Raghuvanshi   ,                                                    , Right-handed, Slow left-arm orthodox                    ,,, ,Wicketkeeper-batsman
1292497, SK Rasheed          , https://www.espncricinfo.com/cricketers/sk-rasheed-1292497          , https://www.google.com/search?q=site:wikipedia.org+SK Rasheed+cricket+Player          , https://en.wikipedia.org/wiki/Shaik_Rasheed                         , Shaik Rasheed          ,                                                    , Right-handed, Right-arm leg break                       ,,, ,Top-order
1292502, RA Bawa             , https://www.espncricinfo.com/cricketers/ra-bawa-1292502             , https://www.google.com/search?q=site:wikipedia.org+RA Bawa+cricket+Player             , https://en.wikipedia.org/wiki/Raj_Angad_Bawa                        , Raj Angad Bawa         , Raj Angad Bawa                                     , Left-handed , Right-arm medium-fast                     ,,, ,All-rounder
1292563, MP Yadav            , https://www.espncricinfo.com/cricketers/mp-yadav-1292563            , https://www.google.com/search?q=site:wikipedia.org+MP Yadav+cricket+Player            , https://en.wikipedia.org/wiki/Mayank_Yadav                          , Mayank Yadav           , Mayank Prabhu Yadav                                , Right-handed, Right-arm fast                            ,,, India (2024),Bowler
1294342, KT Maphaka          , https://www.espncricinfo.com/cricketers/kt-maphaka-1294342          , https://www.google.com/search?q=site:wikipedia.org+KT Maphaka+cricket+Player          , https://en.wikipedia.org/wiki/Kwena_Maphaka                         , Kwena Maphaka          , Kwena Tshegofatso Maphaka                          , Left-handed , Left-arm Fast                             ,,, South Africa,Bowler
1306214, E Malinga           , https://www.espncricinfo.com/cricketers/e-malinga-1306214           , https://www.google.com/search?q=site:wikipedia.org+E Malinga+cricket+Player           , https://en.wikipedia.org/wiki/Eshan_Malinga                         , Eshan Malinga          , Kiribathgala Kankanamalage Eshan Malinga Dharmasena, Left-handed , Right-arm medium fast                     ,,, Sri Lanka (2025),Bowler
1312645, Harshit Rana        , https://www.espncricinfo.com/cricketers/harshit-rana-1312645        , https://www.google.com/search?q=site:wikipedia.org+Harshit Rana+cricket+Player        , https://en.wikipedia.org/wiki/Harshit_Rana                          , Harshit Rana           , Harshit Pradeep Rana                               , Right-handed, Right-arm fast                            ,,, India (2024–present),Bowler
1316430,                     ,                                                                     ,                                                                                       ,                                                                     ,                        ,                                                    ,Right hand Bat,Slow Left arm Orthodox,,, ,All-rounder
1339031, KS Rathore          , https://www.espncricinfo.com/cricketers/ks-rathore-1339031          , https://www.google.com/search?q=site:wikipedia.org+KS Rathore+cricket+Player          , https://en.wikipedia.org/wiki/Kunal_Singh_Rathore                   , Kunal Singh Rathore    ,                                                    , Left-handed ,                                           ,,, ,Wicketkeeper-batsman
1339698, Suryansh Shedge     , https://www.espncricinfo.com/cricketers/suryansh-shedge-1339698     , https://www.google.com/search?q=site:wikipedia.org+Suryansh Shedge+cricket+Player     , https://en.wikipedia.org/wiki/Suryansh_Shedge                       , Suryansh Shedge        ,                                                    , Right-handed, Right-arm medium                          ,,, ,All-rounder
1350762, R Minz              , https://www.espncricinfo.com/cricketers/r-minz-1350762              , https://www.google.com/search?q=site:wikipedia.org+R Minz+cricket+Player              , https://en.wikipedia.org/wiki/Robin_Minz                            , Robin Minz             ,                                                    , Left-handed , Slow left arm orthodox                    ,,, ,Wicketkeeper-batsman
1350768, Prince Yadav        , https://www.espncricinfo.com/cricketers/prince-yadav-1350768        , https://www.google.com/search?q=site:wikipedia.org+Prince Yadav+cricket+Player        , https://en.wikipedia.org/wiki/Prince_Yadav                          , Prince Yadav           ,                                                    , Right-handed, Right-arm Fast                            ,,, ,Bowler
1350792, Suyash Sharma       , https://www.espncricinfo.com/cricketers/suyash-sharma-1350792       , https://www.google.com/search?q=site:wikipedia.org+Suyash Sharma+cricket+Player       , https://en.wikipedia.org/wiki/Suyash_Sharma                         , Suyash Sharma          ,                                                    , Right-handed, Right-arm leg-break                       ,,, ,Bowler
1385640,                     ,                                                                     ,                                                                                       ,                                                                     ,                        ,                                                    ,Left hand Bat,                                           ,,, ,Wicketkeeper-batsman
1392201, PVSN Raju           , https://www.espncricinfo.com/cricketers/pvsn-raju-1392201           , https://www.google.com/search?q=site:wikipedia.org+PVSN Raju+cricket+Player           , https://en.wikipedia.org/wiki/Satyanarayana_Raju_(cricketer)        , Satyanarayana Raju     ,                                                    , Right-handed, Right arm medium-fast                     ,,, ,Bowler
1408688, V Suryavanshi       , https://www.espncricinfo.com/cricketers/v-suryavanshi-1408688       , https://www.google.com/search?q=site:wikipedia.org+V Suryavanshi+cricket+Player       , https://en.wikipedia.org/wiki/Vaibhav_Sooryavanshi                  , Vaibhav Sooryavanshi   ,                                                    , Left-handed , Slow left-arm orthodox                    ,,, ,Batter
1409976, AU Verma            , https://www.espncricinfo.com/cricketers/au-verma-1409976            , https://www.google.com/search?q=site:wikipedia.org+AU Verma+cricket+Player            , https://en.wikipedia.org/wiki/Aniket_Verma                          , Aniket Verma           ,                                                    , Right-handed, Right arm medium-fast                     ,,, ,Batter
1449074, V Nigam             , https://www.espncricinfo.com/cricketers/v-nigam-1449074             , https://www.google.com/search?q=site:wikipedia.org+V Nigam+cricket+Player             , https://en.wikipedia.org/wiki/Vipraj_Nigam                          , Vipraj Nigam           ,                                                    , Right-handed, Legbreak                                  ,,, ,Bowler
1452455, A Mhatre            , https://www.espncricinfo.com/cricketers/a-mhatre-1452455            , https://www.google.com/search?q=site:wikipedia.org+A Mhatre+cricket+Player            , https://en.wikipedia.org/wiki/Ayush_Mhatre                          , Ayush Mhatre           ,                                                    , Right-handed, Right-arm off break                       ,,, ,Batter
1460385, M Tiwari            , https://www.espncricinfo.com/cricketers/m-tiwari-1460385            , https://www.google.com/search?q=site:wikipedia.org+M Tiwari+cricket+Player            , https://en.wikipedia.org/wiki/Manoj_Tiwary_(cricketer)              , Manoj Tiwary           ,                                                    , Right-handed, Right-arm leg break                       ,,, India (2008–2015),Batter
1460388, V Puthur            , https://www.espncricinfo.com/cricketers/v-puthur-1460388            , https://www.google.com/search?q=site:wikipedia.org+V Puthur+cricket+Player            , https://en.wikipedia.org/wiki/Vignesh_Puthur                        , Vignesh Puthur         ,                                                    ,             , Left-arm wrist spin                       ,,, ,Bowler
