Player_ID,Player,Full_Name,Born,Current_Age,Bats,Bowls,Matches,Died
3883,B A Stokes,Benjamin Andrew Stokes,"4th June, 1991",33 years 361 days,Left Handed,Right Arm Fast Medium,45 (2017-2023),
6607,T Stubbs,Tristan Stubbs,"14th August, 2000",24 years 290 days,Right Handed,Right Arm Off Break,32 (2022-),
2899,S B Styris,Scott Bernard Styris,"10th July, 1975",49 years 325 days,Right Handed,Right Arm Fast Medium,12 (2008-2011),
4401,J Suchith,Jagadeesha Suchith,"16th January, 1994",31 years 135 days,Left Handed,Left Arm Orthodox,22 (2015-2022),
4210,T P C Sudhindra,Taduri P C  Sudhindra,"24th April, 1984",41 years 37 days,Left Handed,Right Arm Fast,3 (2012-2012),
4086,T L  Suman,Tirumalasetti L Suman,"15th December, 1983",41 years 167 days,Right Handed,Right Arm Off Break,43 (2009-2013),
4192,B A  Sumanth,Bodapati A Sumanth,"10th May, 1988",37 years 21 days,Right Handed,Right Arm Fast Medium,5 (2010-2010),
7753,Sumit Kumar,Sumit Kumar,"12th December, 1995",29 years 170 days,Right Handed,Right Arm Medium Fast,4 (2024-),
4213,Sunny Gupta,Sunny Gupta,"27th September, 1988",36 years 246 days,Right Handed,Right Arm Off Break,1 (2012-2012),
4050,Sunny Singh,Sunny Singh,"18th December, 1986",38 years 164 days,Right Handed,Right Arm Medium Fast,6 (2011-2011),
8292,V Suryavanshi,Vaibhav Suryavanshi,"27th March, 2011",14 years 65 days,,,7 (2025-),
4071,P S  Suyal,Pawan S Suyal,"15th October, 1989",35 years 228 days,Right Handed,Left Arm Medium,5 (2013-2015),
4549,Swapnil Singh,Swapnil Singh,"22nd January, 1991",34 years 129 days,Right Handed,Left Arm Orthodox,14 (2016-),
4128,J  Syed Mohammad,Jamaluddin Syed Mohammad,"3rd June, 1983",41 years 362 days,Left Handed,Left Arm Orthodox,11 (2011-2013),
2907,A Symonds,Andrew Symonds,"9th June, 1975",,Right Handed,Right Arm Medium Fast,39 (2008-2011),"14th May, 2022   (aged 46 years 339 days)"
2975,T Taibu,Tatenda Taibu,"14th May, 1983",42 years 17 days,Right Handed,Right Arm Off Break,3 (2008-2008),
6525,A Taide,Atharva Taide,"26th April, 2000",25 years 35 days,Left Handed,Left Arm Orthodox,10 (2023-),
3319,S W Tait,Shaun W Tait,"22nd February, 1983",42 years 98 days,Right Handed,Right Arm Fast,21 (2010-2013),
4166,Y V  Takawale,Yogesh V Takawale,"5th November, 1984",40 years 207 days,Right Handed,,16 (2008-2014),
4118,P V Tambe,Pravin Vijay Tambe,"6th March, 1971",54 years 86 days,Right Handed,Right Arm Leg Break,33 (2013-2016),
4072,A P Tare,Aditya P Tare,"7th November, 1987",37 years 205 days,Right Handed,,35 (2010-2017),
3122,J E Taylor,Jerome Everton Taylor,"22nd June, 1984",40 years 343 days,Right Handed,Right Arm Fast,5 (2011-2011),
3348,L R P L Taylor,Luteru Ross Poutoa Lote Taylor,"8th March, 1984",41 years 84 days,Right Handed,Right Arm Off Break,55 (2008-2014),
3407,R N ten Doeschate,Ryan Neil ten Doeschate,"30th June, 1980",44 years 335 days,Right Handed,Right Arm Medium Fast,29 (2011-2015),
5972,A S Tendulkar,Arjun Sachin Tendulkar,"24th September, 1999",25 years 249 days,Left Handed,Left Arm Medium Fast,5 (2023-),
1735,S R Tendulkar,Sachin Ramesh Tendulkar,"24th April, 1973",52 years 37 days,Right Handed,Right Arm Medium,78 (2008-2013),
4379,R Tewatia,Rahul Tewatia,"20th May, 1993",32 years 11 days,Left Handed,Right Arm Leg Break,107 (2014-),
4393,S N Thakur,Shardul Narendra Thakur,"16th October, 1991",33 years 227 days,Right Handed,Right Arm Medium,105 (2015-),
7229,Y Thakur,Yash Thakur,"20th December, 1998",26 years 162 days,,,21 (2023-),
6178,M M Theekshana,Morawakage Maheesh Theekshana,"1st August, 2000",24 years 303 days,Right Handed,Right Arm Off Break,38 (2022-),
3824,J Theron,Juan Theron,"24th July, 1985",39 years 311 days,Right Handed,Right Arm Medium Fast,10 (2010-2015),
3700,A C Thomas,Alfonso C Thomas,"9th February, 1977",48 years 111 days,Right Handed,Right Arm Fast Medium,15 (2011-2012),
4822,O R Thomas,Oshane Romaine Thomas,"18th February, 1997",28 years 102 days,Left Handed,Right Arm Medium Fast,4 (2019-2019),
4143,D  Thornely,Dominic Thornely,"1st October, 1978",46 years 242 days,Right Handed,Right Arm Medium,6 (2008-2008),
6475,I D N Thushara,Ilandari Dewage Nuwan Thushara,"6th August, 1994",30 years 298 days,Right Handed,Right Arm Medium Fast,8 (2024-),
3126,T Thushara,Magina Thilan Thushara Mirando Thushara,"1st March, 1981",44 years 91 days,Left Handed,Left Arm Fast Medium,6 (2009-2010),
6522,Tilak Varma,Namboori Thakur Tilak Varma,"8th November, 2002",22 years 204 days,Left Handed,Right Arm Off Break,52 (2022-),
8301,M Tiwari,Madhav Tiwari,"28th September, 2003",21 years 245 days,,,1 (2025-),
3530,M K Tiwary,Manoj K Tiwary,"14th November, 1985",39 years 198 days,Right Handed,Right Arm Leg Break,98 (2008-2018),
3833,S S Tiwary,Saurabh S Tiwary,"30th December, 1989",35 years 152 days,Left Handed,,93 (2008-2021),
7768,Tom Kohler-Cadmore,Tom Kohler-Cadmore,"19th August, 1994",30 years 285 days,Right Handed,Right Arm Off Break,4 (2024-),
6510,A Tomar,Abhijeet Tomar,"14th March, 1995",30 years 78 days,Left Handed,Right Arm Off Break,1 (2022-2022),
4479,R J W Topley,Reece J W Topley,"21st February, 1994",31 years 99 days,Right Handed,Left Arm Medium Fast,5 (2023-),
4679,R A Tripathi,Rahul Ajay Tripathi,"2nd March, 1991",34 years 90 days,Right Handed,Right Arm Medium,100 (2017-),
4102,S K  Trivedi,Siddharth K Trivedi,"4th September, 1982",42 years 269 days,Right Handed,Right Arm Medium,76 (2008-2013),
4648,A J Turner,Ashton James Turner,"25th January, 1993",32 years 126 days,Right Handed,Right Arm Off Break,6 (2019-),
3743,S Tyagi,Sudeep Tyagi,"19th September, 1987",37 years 254 days,Right Handed,Right Arm Medium,14 (2009-2010),
4383,A J Tye,Andrew James Tye,"12th December, 1986",38 years 170 days,Right Handed,Right Arm Medium Fast,30 (2017-2022),
3699,I Udana,Isuru Udana Tillakaratna,"17th February, 1988",37 years 103 days,Right Handed,Left Arm Fast Medium,10 (2020-2020),
3100,Umar Gul,Umar Gul,"14th April, 1984",41 years 47 days,Right Handed,Right Arm Fast Medium,6 (2008-2008),
6204,Umran Malik,Umran Malik,"22nd November, 1989",35 years 190 days,Right Handed,Right Arm Fast,26 (2021-),
3838,J D Unadkat,Jaydev D Unadkat,"18th October, 1991",33 years 225 days,Right Handed,Left Arm Medium,112 (2010-),
4181,A  Uniyal,Amit Uniyal,"21st November, 1981",43 years 191 days,Left Handed,Left Arm Medium,2 (2010-2010),
4087,K  Upadhyay,Krishnakant Upadhyay,"18th June, 1986",38 years 347 days,Right Handed,Right Arm Medium,3 (2012-2013),
3355,R V Uthappa,Robin V Uthappa,"11th November, 1985",39 years 201 days,Right Handed,Right Arm Medium,205 (2008-2022),
2000,W P U J C Vaas,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,"21st January, 1974",51 years 130 days,Left Handed,Left Arm Fast Medium,13 (2008-2010),
4051,P C  Valthaty,Paul C Valthaty,"7th December, 1983",41 years 175 days,Right Handed,Right Arm Medium,23 (2009-2013),
4817,H E van der Dussen,Hendrik Erasmus van der Dussen,"7th February, 1989",36 years 113 days,Right Handed,Right Arm Leg Break,3 (2022-2022),
3658,R E van der Merwe,Roelof Erasmus van Der Merwe,"31st December, 1984",40 years 151 days,Right Handed,Left Arm Orthodox,21 (2009-2013),
3339,J J van der Wath,Johannes J van der Wath,"10th October, 1978",46 years 233 days,Right Handed,Right Arm Fast,3 (2011-2011),
3129,M N van Wyk,Morne N van Wyk,"20th March, 1979",46 years 72 days,Right Handed,Left Arm Orthodox,5 (2009-2009),
4938,C V Varun,Varun Chakravarthy Vinod,"29th August, 1991",33 years 275 days,Right Handed,Right Arm Leg Break,84 (2019-),
3288,Y Venugopal Rao,Yalaka Venugopal Rao,"26th February, 1982",43 years 94 days,Right Handed,Right Arm Off Break,65 (2008-2014),
8290,A Verma,Aniket Verma,"5th February, 2002",23 years 115 days,,,14 (2025-),
2090,D L Vettori,Daniel Luca Vettori,"27th January, 1979",46 years 124 days,Left Handed,Left Arm Orthodox,34 (2008-2012),
4163,S  Vidyut,Sivaramakrishnan Vidyut,"3rd December, 1981",43 years 179 days,Left Handed,Left Arm Orthodox,9 (2008-2008),
4117,G H Vihari,Gade Hanuma Vihari,"13th October, 1993",31 years 230 days,Right Handed,Right Arm Off Break,24 (2013-2019),
3626,M Vijay,Murali Vijay,"1st April, 1984",41 years 60 days,Right Handed,Right Arm Off Break,106 (2009-2020),
7543,Vijayakanth Viyaskanth,Vijayakanth Viyaskanth,"5th December, 2001",23 years 177 days,Right Handed,Right Arm Leg Break,3 (2024-),
4165,D P  Vijaykumar,D Paidikalva Vijaykumar,"20th October, 1986",38 years 223 days,Right Handed,Right Arm Medium,9 (2008-2008),
7237,Vijaykumar Vyshak,Vijaykumar Vyshak,"31st January, 1997",28 years 120 days,Right Handed,Right Arm Medium,14 (2023-),
4513,G C Viljoen,G C Hardus Viljoen,"6th March, 1989",36 years 86 days,Right Handed,Right Arm Fast,6 (2019-2019),
3782,R Vinay Kumar,Ranganath Vinay Kumar,"12th February, 1984",41 years 108 days,Right Handed,Right Arm Medium,105 (2008-2018),
5865,Virat Singh,Virat Binod Singh,"8th December, 1997",27 years 174 days,Left Handed,Right Arm Leg Break,3 (2021-2021),
4678,Vishnu Vinod,Vishnu Vinod,"2nd December, 1993",31 years 180 days,Right Handed,,6 (2017-2023),
3463,A C Voges,Adam Charles Voges,"4th October, 1979",45 years 239 days,Right Handed,Left Arm Orthodox,9 (2010-2010),
4052,M Vohra,Manan Vohra,"18th July, 1993",31 years 317 days,Right Handed,Right Arm Medium,56 (2013-2023),
3910,M S Wade,Matthew Scott Wade,"26th December, 1987",37 years 156 days,Left Handed,,15 (2011-),
7224,N Wadhera,Nehal Wadhera,"4th September, 2000",24 years 269 days,,,34 (2023-),
4088,S B  Wagh,Shrikant B Wagh,"9th October, 1988",36 years 234 days,Left Handed,Left Arm Fast Medium,8 (2010-2011),
1856,S K Warne,Shane Keith Warne,"13th September, 1969",,Right Handed,Right Arm Leg Break,55 (2008-2011),"4th March, 2022   (aged 52 years 172 days)"
3637,D A Warner,David Andrew Warner,"27th October, 1986",38 years 216 days,Left Handed,Right Arm Leg Break,184 (2009-),
4684,Washington Sundar,Washington Sundar,"5th October, 1999",25 years 238 days,Left Handed,Right Arm Off Break,65 (2017-),
3017,S R Watson,Shane Robert Watson,"17th June, 1981",43 years 348 days,Right Handed,Right Arm Fast Medium,145 (2008-2020),
3325,C L White,Cameron Leon White,"18th August, 1983",41 years 286 days,Right Handed,Right Arm Leg Break,47 (2008-2013),
4228,D Wiese,David Wiese,"18th May, 1985",40 years 13 days,Right Handed,Right Arm Medium Fast,18 (2015-2023),
4420,D J Willey,David Jonathon Willey,"28th February, 1990",35 years 92 days,Left Handed,Left Arm Fast Medium,11 (2018-2023),
5984,L B Williams,Lizaad Buyron Williams,"1st October, 1993",31 years 242 days,Left Handed,Right Arm Medium Fast,2 (2024-),
3817,K S Williamson,Kane S Williamson,"8th August, 1990",34 years 296 days,Right Handed,Right Arm Off Break,79 (2015-),
3846,C R Woakes,Christopher Roger Woakes,"2nd March, 1989",36 years 90 days,Right Handed,Right Arm Fast Medium,21 (2017-2021),
6921,L Wood,Luke Wood,"2nd August, 1995",29 years 302 days,Left Handed,Left Arm Fast Medium,2 (2024-),
4421,M A Wood,Mark Andrew Wood,"11th January, 1990",35 years 140 days,Right Handed,Right Arm Fast,5 (2018-2023),
3499,L J Wright,Luke James Wright,"7th March, 1985",40 years 85 days,Right Handed,Right Arm Medium,7 (2012-2013),
4142,A S  Yadav,Arjun S Yadav,"23rd December, 1981",43 years 159 days,Right Handed,Right Arm Off Break,8 (2008-2008),
4390,J Yadav,Jayant Yadav,"22nd January, 1990",35 years 129 days,Right Handed,Right Arm Off Break,20 (2015-2023),
5977,K Yadav,Kuldip Yadav,"15th October, 1996",28 years 228 days,Right Handed,,3 (2021-2023),
6540,M P Yadav,Mayank Prabhu Yadav,"17th June, 2002",22 years 348 days,Right Handed,Right Arm Medium Fast,6 (2024-),
8304,P Yadav,Prince Yadav,"12th December, 2001",23 years 170 days,Right Handed,Right Arm Fast,6 (2025-),
4073,S A Yadav,Suryakumar Ashok Yadav,"14th September, 1990",34 years 259 days,Right Handed,Right Arm Medium,164 (2012-),
3786,U T Yadav,Umeshkumar Tilak Yadav,"25th October, 1987",37 years 218 days,Right Handed,Right Arm Fast,148 (2010-),
4103,D H  Yagnik,Dishant H Yagnik,"22nd June, 1983",41 years 343 days,Left Handed,,25 (2011-2014),
4153,Yashpal Singh,Yashpal Singh,"27th November, 1981",43 years 185 days,Right Handed,Right Arm Medium,8 (2009-2009),
4148,V S  Yeligati,Vikrant S Yeligati,"23rd April, 1985",40 years 38 days,Right Handed,Right Arm Off Break,2 (2008-2008),
2211,Younis Khan,Younis Khan,"29th November, 1977",47 years 183 days,Right Handed,Right Arm Leg Break,1 (2008-2008),
5973,Yudhvir Singh,Yudhvir Singh Charak,"13th September, 1997",27 years 260 days,Right Handed,Right Arm Medium Fast,9 (2023-),
2949,Yuvraj Singh,Yuvraj Singh,"12th December, 1981",43 years 170 days,Left Handed,Left Arm Medium,132 (2008-2019),
4527,A Zampa,Adam Zampa,"31st March, 1992",33 years 61 days,Right Handed,Right Arm Leg Break,22 (2016-),
4129,V H  Zol,Vijay H Zol,"23rd November, 1994",30 years 189 days,Left Handed,Right Arm Off Break,3 (2014-2014),
2095,D N T Zoysa,Demuni Nuwan Tharanga Zoysa,"13th May, 1978",47 years 18 days,Left Handed,Left Arm Fast Medium,3 (2008-2008),
