Player_ID,Player,Full_Name,Born,Current_Age,Bats,Bowls,Matches,Died
4077,Harpreet Singh,Harpreet Singh Bhatia,"11th August, 1991",33 years 293 days,Left Handed,Right Arm Medium,9 (2010-),
4209,D J Harris,Daniel J Harris,"31st December, 1979",45 years 151 days,Right Handed,Right Arm Medium,4 (2012-2012),
3638,R J Harris,Ryan James Harris,"11th October, 1979",45 years 232 days,Right Handed,Right Arm Fast Medium,37 (2009-2013),
3662,S M Harwood,Shane M Harwood,"1st March, 1974",51 years 91 days,Right Handed,Right Arm Fast Medium,3 (2009-2009),
3831,J W Hastings,John W Hastings,"4th November, 1985",39 years 208 days,Right Handed,Right Arm Fast Medium,3 (2014-2016),
1976,M L Hayden,Matthew Lawrence Hayden,"29th October, 1971",53 years 214 days,Left Handed,Right Arm Medium,32 (2008-2010),
3799,J R Hazlewood,Josh Reginald Hazlewood,"8th January, 1991",34 years 143 days,Left Handed,Right Arm Fast Medium,38 (2020-),
4386,T M Head,Travis M Head,"29th December, 1993",31 years 153 days,Left Handed,Right Arm Off Break,38 (2016-),
3679,T Henderson,Tyron Henderson,"1st August, 1974",50 years 303 days,Right Handed,Right Arm Fast Medium,2 (2009-2009),
4273,B E Hendricks,Beuran Eric Hendricks,"8th June, 1990",34 years 357 days,Left Handed,Left Arm Fast Medium,7 (2014-2015),
3680,M C Henriques,Moises Constantino Henriques,"1st February, 1987",38 years 119 days,Right Handed,Right Arm Fast Medium,62 (2009-2021),
4257,M J Henry,Matthew James Henry,"14th December, 1991",33 years 168 days,Right Handed,Right Arm Fast Medium,6 (2017-),
4681,S O Hetmeyer,Shimron Odilon Hetmeyer,"26th December, 1996",28 years 156 days,Left Handed,Left Arm Chinaman (Googly),86 (2019-),
3455,B W Hilfenhaus,Benjamin William Hilfenhaus,"15th March, 1983",42 years 77 days,Right Handed,Right Arm Fast Medium,17 (2012-2014),
4946,Himmat Singh,Himmat Singh,"8th November, 1996",28 years 204 days,Right Handed,Right Arm Off Break,3 (2025-),
3330,B J Hodge,Bradley J Hodge,"29th December, 1974",50 years 153 days,Right Handed,Right Arm Off Break,66 (2008-2014),
2068,G B Hogg,George Bradley Hogg,"6th February, 1971",54 years 114 days,Left Handed,Left Arm Chinaman (Googly),21 (2012-2016),
3998,J O Holder,Jason Omar Holder,"5th November, 1991",33 years 207 days,Right Handed,Right Arm Medium Fast,46 (2013-2023),
4404,D J Hooda,Deepak Jagbir Hooda,"19th April, 1995",30 years 42 days,Right Handed,Right Arm Off Break,125 (2015-),
4417,S D Hope,Shai Diego Hope,"10th November, 1993",31 years 202 days,Right Handed,,9 (2024-),
3273,J R Hopes,James Redfern Hopes,"24th October, 1978",46 years 219 days,Right Handed,Right Arm Medium,21 (2008-2011),
5935,A J Hosein,Akeal Jerome Hosein,"25th April, 1993",32 years 36 days,Left Handed,Left Arm Orthodox,1 (2023-2023),
3595,D J Hussey,David John Hussey,"15th July, 1977",47 years 320 days,Right Handed,Right Arm Off Break,64 (2008-2014),
3160,M E K Hussey,Michael Edward Killeen Hussey,"27th May, 1975",50 years 4 days,Left Handed,Right Arm Medium,59 (2008-2015),
3850,Imran Tahir,Mohammad Imran Tahir,"27th March, 1979",46 years 65 days,Right Handed,Right Arm Leg Break,59 (2014-2021),
4217,B Indrajith,Baba Indrajith,"8th July, 1994",30 years 327 days,Left Handed,,3 (2022-2022),
6471,J P Inglis,Joshua Patrick Inglis,"4th March, 1995",30 years 88 days,Right Handed,,9 (2025-),
3823,C A Ingram,Colin A Ingram,"3rd July, 1985",39 years 332 days,Left Handed,,15 (2011-2019),
4057,Iqbal Abdulla,Sayed Iqbal Abdulla,"2nd December, 1989",35 years 180 days,Left Handed,Left Arm Orthodox,49 (2008-2017),
4544,Ishan Kishan,Ishan Pranav Kumar Pandey Kishan,"18th July, 1998",26 years 317 days,Left Handed,,119 (2016-),
4387,S S Iyer,Shreyas S Iyer,"6th December, 1994",30 years 176 days,Right Handed,Right Arm Leg Break,131 (2015-),
5971,V R Iyer,Venkatesh Rajasekaran Iyer,"25th December, 1994",30 years 157 days,Left Handed,Right Arm Medium,62 (2021-),
6922,W G Jacks,William George Jacks,"21st November, 1998",26 years 191 days,Right Handed,Right Arm Off Break,21 (2024-),
4122,S P Jackson,Sheldon P Jackson,"27th September, 1986",38 years 246 days,Right Handed,,9 (2017-2022),
4198,D J  Jacobs,David J Jacobs,"4th November, 1982",42 years 208 days,Right Handed,Right Arm Medium,7 (2011-2012),
3644,R A Jadeja,Ravindrasinh Anirudhsinh Jadeja,"6th December, 1988",36 years 176 days,Left Handed,Left Arm Orthodox,254 (2008-),
4033,K M Jadhav,Kedar M Jadhav,"26th March, 1985",40 years 66 days,Right Handed,Right Arm Off Break,95 (2010-2023),
2208,W Jaffer,Wasim Jaffer,"16th February, 1978",47 years 104 days,Right Handed,Right Arm Off Break,8 (2008-2009),
4751,N Jagadeesan,Narayan Jagadeesan,"24th December, 1995",29 years 158 days,Right Handed,,13 (2020-2023),
4196,I R Jaggi,Ishank Rajiv Jaggi,"27th January, 1989",36 years 124 days,Right Handed,Right Arm Leg Break,7 (2011-2017),
5857,Y B K Jaiswal,Yashasvi Bhupendra Kumar Jaiswal,"28th December, 2001",23 years 154 days,Left Handed,Right Arm Leg Break,67 (2020-),
4130,S B Jakati,Shadab Bashir Jakati,"27th November, 1980",44 years 185 days,Left Handed,Left Arm Orthodox,59 (2009-2017),
5774,K A Jamieson,Kyle Alex Jamieson,"30th December, 1994",30 years 152 days,Right Handed,Right Arm Fast Medium,11 (2021-),
7225,D Jansen,Duan Jansen,"1st May, 2000",25 years 30 days,Right Handed,Left Arm Fast,1 (2023-2023),
5974,M Jansen,Marco Jansen,"1st May, 2000",25 years 30 days,Right Handed,Left Arm Fast,35 (2021-),
4135,Jaskaran Singh,Jaskaran Singh,"4th September, 1989",35 years 269 days,Right Handed,Right Arm Medium,8 (2009-2010),
872,S T Jayasuriya,Sanath Teran Jayasuriya,"30th June, 1969",55 years 335 days,Left Handed,Left Arm Orthodox,30 (2008-2010),
2104,D P M D Jayawardene,Denagamage Proboth Mahela de Silva Jayawardene,"27th May, 1977",48 years 4 days,Right Handed,Right Arm Medium,80 (2008-2013),
4179,A A  Jhunjhunwala,Abhishek A Jhunjhunwala,"1st December, 1982",42 years 181 days,Right Handed,Right Arm Off Break,21 (2010-2012),
3244,Joginder Sharma,Joginder Sharma,"23rd October, 1983",41 years 220 days,Right Handed,Right Arm Fast Medium,16 (2008-2011),
3334,M G Johnson,Mitchell Guy Johnson,"2nd November, 1981",43 years 210 days,Left Handed,Left Arm Fast,54 (2013-2018),
7449,S H Johnson,Spencer Henry Johnson,"16th December, 1995",29 years 166 days,Left Handed,Left Arm Fast Medium,9 (2024-),
4238,C J Jordan,Christopher James Jordan,"4th October, 1988",36 years 239 days,Right Handed,Right Arm Fast Medium,34 (2016-2023),
4575,A S Joseph,Alzarri S Joseph,"20th November, 1996",28 years 192 days,Right Handed,Right Arm Fast Medium,22 (2019-),
7657,S Joseph,Shamar Joseph,"31st August, 1999",25 years 273 days,Left Handed,Right Arm Fast Medium,1 (2024-),
2053,S B Joshi,Sunil B Joshi,"6th June, 1969",55 years 359 days,Left Handed,Left Arm Orthodox,4 (2008-2008),
4029,M C  Juneja,Manprit C Juneja,"12th September, 1990",34 years 261 days,Right Handed,Right Arm Off Break,7 (2013-2013),
6541,D C Jurel,Dhruv Chand Jurel,"21st January, 2001",24 years 130 days,Right Handed,,42 (2023-),
2213,M Kaif,Mohammad Kaif,"1st December, 1980",44 years 181 days,Right Handed,Right Arm Leg Break,29 (2008-2012),
2043,J H Kallis,Jacques Henry Kallis,"16th October, 1975",49 years 227 days,Right Handed,Right Arm Fast Medium,98 (2008-2014),
3746,H K S R Kaluhalamulla,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,"30th January, 1985",40 years 121 days,Right Handed,Right Arm Off Break,8 (2011-2011),
4150,D  Kalyankrishna,Doddapaneni Kalyankrishna,"16th December, 1983",41 years 166 days,Right Handed,Right Arm Fast Medium,3 (2008-2008),
3056,Kamran Akmal,Kamran Akmal,"13th January, 1982",43 years 138 days,Right Handed,,6 (2008-2008),
4149,Kamran Khan,Kamran Khan,"10th March, 1991",34 years 82 days,Left Handed,Left Arm Fast Medium,9 (2009-2011),
3340,C K Kapugedera,Chamara Kantha Kapugedera,"24th February, 1987",38 years 96 days,Right Handed,Right Arm Medium,5 (2008-2008),
4303,Karanveer Singh,Karanveer Singh,"8th November, 1987",37 years 204 days,,Left Arm Chinaman (Googly),9 (2014-2015),
4611,Karim Janat,Karim Janat,"11th August, 1998",26 years 293 days,Right Handed,Right Arm Medium,1 (2025-),
3210,K D Karthik,Krishnakumar Dinesh Karthik,"1st June, 1985",39 years 364 days,Right Handed,,257 (2008-),
2209,M Kartik,Murali Kartik,"11th September, 1976",48 years 262 days,Left Handed,Left Arm Orthodox,56 (2008-2014),
5856,Kartik Tyagi,Kartik Tyagi,"8th November, 2000",24 years 204 days,Right Handed,Right Arm Medium Fast,20 (2020-),
2743,S M Katich,Simon Mathew Katich,"21st August, 1975",49 years 283 days,Left Handed,Left Arm Chinaman (Googly),11 (2008-2009),
4034,S Kaul,Siddarth Kaul,"19th May, 1990",35 years 12 days,Right Handed,Right Arm Medium,55 (2013-2022),
4168,U  Kaul,Uday Kaul,"2nd December, 1987",37 years 180 days,Left Handed,,5 (2008-2008),
4545,S  Kaushik,Shivil Kaushik,"9th July, 1995",29 years 326 days,Right Handed,Left Arm Orthodox,10 (2016-2017),
7206,V Kaverappa,Vidwath Kaverappa,"25th February, 1999",26 years 95 days,Right Handed,Right Arm Fast Medium,1 (2024-),
4204,A A  Kazi,Abrar A Kazi,"29th September, 1989",35 years 244 days,Left Handed,Left Arm Orthodox,1 (2011-2011),
2258,J M Kemp,Justin Miles Kemp,"2nd October, 1977",47 years 241 days,Right Handed,Right Arm Fast Medium,5 (2010-2010),
8308,M Khan,,,,,,,
4408,S N Khan,Sarfaraz Naushad Khan,"22nd October, 1997",27 years 221 days,Right Handed,Right Arm Leg Break,50 (2015-2023),
2245,Z Khan,Zaheer Khan,"7th October, 1978",46 years 236 days,Right Handed,Left Arm Fast Medium,100 (2008-2017),
3842,U T Khawaja,Usman T Khawaja,"18th December, 1986",38 years 164 days,Left Handed,Right Arm Medium,6 (2016-2016),
4669,K Khejroliya,Kulwant Khejroliya,"13th March, 1992",33 years 79 days,Left Handed,Left Arm Medium Fast,8 (2018-),
4144,M  Khote,Musavir Khote,"22nd April, 1980",45 years 39 days,Right Handed,Right Arm Medium,4 (2008-2008),
5846,R S Kishore,Ravisrinivasan Sai Kishore,"6th November, 1996",28 years 206 days,Left Handed,Left Arm Orthodox,24 (2022-),
4731,H Klaasen,Heinrich Klaasen,"30th July, 1991",33 years 305 days,Right Handed,,49 (2018-),
4202,M Klinger,Michael Klinger,"4th July, 1980",44 years 331 days,Right Handed,,4 (2011-2011),
4151,T S Kohli,Taruwar S Kohli,"17th December, 1988",36 years 165 days,Right Handed,Right Arm Medium,4 (2008-2009),
3600,V Kohli,Virat Kohli,"5th November, 1988",36 years 207 days,Right Handed,Right Arm Medium,266 (2008-),
7794,T K Kotian,Tanush Karunakar Kotian,"16th October, 1998",26 years 227 days,Right Handed,Right Arm Off Break,1 (2024-),
4685,S C Kuggeleijn,Scott Christopher Kuggeleijn,"3rd January, 1992",33 years 148 days,Right Handed,Right Arm Fast Medium,2 (2019-2019),
3147,K M D N Kulasekara,Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,"22nd July, 1982",42 years 313 days,Right Handed,Right Arm Fast Medium,6 (2011-2012),
4652,Kuldeep Yadav,Kuldeep Yadav,"14th December, 1994",30 years 168 days,Left Handed,Left Arm Chinaman (Googly),98 (2016-),
4066,D S Kulkarni,Dhawal S Kulkarni,"10th December, 1988",36 years 172 days,Right Handed,Right Arm Medium,92 (2008-2021),
8296,A Kumar,Ashwani Kumar,"29th August, 2001",23 years 275 days,,,5 (2025-),
3991,B Kumar,Bhuvneshwar Kumar,"5th February, 1990",35 years 115 days,Right Handed,Right Arm Medium,189 (2011-),
7228,M Kumar,Mukesh Kumar,"12th October, 1993",31 years 231 days,,,32 (2023-),
3514,P Kumar,Praveenkumar Sakat Singh,"2nd October, 1986",38 years 241 days,Right Handed,Right Arm Medium,119 (2008-2017),
6579,Kumar Kartikeya,Kumar Kartikeya Singh,"26th December, 1997",27 years 156 days,Right Handed,Left Arm Orthodox,16 (2022-),
7752,Kumar Kushagra,Kumar Kushagra,"23rd October, 2004",20 years 220 days,Right Handed,,4 (2024-),
962,A Kumble,Anil  Kumble,"17th October, 1970",54 years 226 days,Right Handed,Right Arm Leg Break,42 (2008-2010),
7213,Kunal Singh Rathore,Kunal Singh Rathore,"9th October, 2002",22 years 234 days,,,1 (2025-),
4398,S D Lad,Siddhesh Dinesh Lad,"23rd May, 1992",33 years 8 days,Right Handed,Right Arm Off Break,1 (2019-2019),
4053,S Ladda,Sarabjit Ladda,"10th July, 1986",38 years 325 days,Right Handed,Right Arm Leg Break,9 (2010-2016),
5848,Lalit Yadav,Lalit Yadav,"3rd January, 1997",28 years 148 days,Right Handed,Right Arm Off Break,27 (2021-),
4757,S Lamichhane,Sandeep Lamichhane,"2nd August, 2000",24 years 302 days,Right Handed,Left Arm Chinaman (Googly),9 (2018-2019),
2991,C K Langeveldt,Charl Kenneth Langeveldt,"17th December, 1974",50 years 165 days,Right Handed,Right Arm Fast Medium,7 (2009-2011),
3657,B Laughlin,Ben Laughlin,"3rd October, 1982",42 years 240 days,Right Handed,Right Arm Fast Medium,9 (2013-2018),
2079,V V S Laxman,Vangipurappu Venkata Sai Laxman,"1st November, 1974",50 years 211 days,Right Handed,Right Arm Off Break,20 (2008-2011),
2205,B Lee,Brett Lee,"8th November, 1976",48 years 204 days,Right Handed,Right Arm Fast,38 (2008-2013),
2139,D S Lehmann,Darren S Lehmann,"5th February, 1970",55 years 115 days,Left Handed,Left Arm Orthodox,2 (2008-2008),
3939,R E Levi,Richard E Levi,"14th January, 1988",37 years 137 days,Right Handed,Right Arm Medium,6 (2012-2012),
4538,E Lewis,Evin Lewis,"27th December, 1991",33 years 155 days,Left Handed,,27 (2018-2022),
4584,J B Little,Joshua Brian Little,"1st November, 1999",25 years 211 days,Right Handed,Left Arm Fast,11 (2023-),
4430,Litton Das,Litton Das,"13th October, 1994",30 years 230 days,Right Handed,,1 (2023-2023),
4692,L S Livingstone,Liam Stephen Livingstone,"4th August, 1993",31 years 300 days,Right Handed,Right Arm Leg Break,48 (2019-),
4541,M K Lomror,Mahipal K Lomror,"16th November, 1999",25 years 196 days,Left Handed,Left Arm Orthodox,40 (2018-),
3781,M J Lumb,Michael John Lumb,"12th February, 1980",45 years 108 days,Left Handed,Right Arm Medium,12 (2010-2011),
4108,C A Lynn,Christopher A Lynn,"10th April, 1990",35 years 51 days,Right Handed,Left Arm Orthodox,42 (2012-2021),
4193,C  Madan,Chandan Madan,"15th October, 1982",42 years 228 days,Right Handed,,1 (2010-2010),
4244,N J Maddinson,Nicolas J Maddinson,"21st December, 1991",33 years 161 days,Left Handed,Left Arm Orthodox,3 (2014-2015),
7226,A Madhwal,Akash Madhwal,"25th November, 1993",31 years 187 days,,,17 (2023-),
5985,S S B Magala,Sisanda Somila Bruce Magala,"7th January, 1991",34 years 144 days,Right Handed,Right Arm Fast Medium,2 (2023-2023),
4601,K A Maharaj,Keshav Athmanand Maharaj,"7th February, 1990",35 years 113 days,Right Handed,Left Arm Orthodox,2 (2024-),
3171,M F Maharoof,Mohamed Farveez Maharoof,"7th September, 1984",40 years 266 days,Right Handed,Right Arm Fast Medium,20 (2008-2010),
4145,V Y  Mahesh,Vijaykumar Y Mahesh,"21st December, 1987",37 years 161 days,Right Handed,Right Arm Fast Medium,18 (2008-2012),
4079,A P  Majumdar,Anustup P Majumdar,"30th April, 1984",41 years 31 days,Right Handed,Right Arm Leg Break,4 (2012-2012),
4694,D J Malan,Dawid Johannes Malan,"3rd September, 1987",37 years 270 days,Left Handed,Right Arm Leg Break,1 (2021-2021),
4203,I  Malhotra,Ishan Malhotra,"22nd May, 1984",41 years 9 days,Right Handed,Right Arm Fast Medium,1 (2011-2011),
4096,V S  Malik,Vikramjeet S Malik,"9th May, 1983",42 years 22 days,Right Handed,Right Arm Medium,13 (2009-2014),
3178,S L Malinga,Separamadu Lasith Malinga,"28th August, 1983",41 years 276 days,Right Handed,Right Arm Fast Medium,122 (2009-2019),
7755,Manav Suthar,Manav Jagdusakumar Suthar,"3rd August, 2002",22 years 301 days,Left Handed,Left Arm Orthodox,1 (2024-),
4046,Mandeep Singh,Mandeep Singh,"18th December, 1991",33 years 164 days,Right Handed,Right Arm Medium,111 (2010-2023),
4080,M  Manhas,Mithun Manhas,"12th October, 1979",45 years 231 days,Right Handed,Right Arm Off Break,55 (2008-2014),
6527,P N Mankad,Prerak Nileshkumar Mankad,"23rd April, 1994",31 years 38 days,Right Handed,Right Arm Medium,6 (2022-2023),
6534,A Manohar,Abhinav Manohar,"16th September, 1994",30 years 257 days,Right Handed,Right Arm Leg Break,27 (2022-),
7779,K T Maphaka,Kwena Tshegofatso Maphaka,"8th April, 2006",19 years 53 days,Left Handed,Left Arm Medium,4 (2024-),
4772,M Markande,Mayank Markande,"11th November, 1997",27 years 201 days,Right Handed,,37 (2018-),
4701,A K Markram,Aiden Kyle Markram,"4th October, 1994",30 years 239 days,Right Handed,Right Arm Off Break,57 (2021-),
3912,M R Marsh,Mitchell R Marsh,"20th October, 1991",33 years 223 days,Right Handed,Right Arm Medium,55 (2010-),
3561,S E Marsh,Shaun Edward Marsh,"9th July, 1983",41 years 326 days,Left Handed,Left Arm Orthodox,71 (2008-2017),
1098,D R Martyn,Damien Richard Martyn,"21st October, 1971",53 years 222 days,Right Handed,Right Arm Medium,1 (2010-2010),
3478,A D Mascarenhas,Adrian D Mascarenhas,"30th October, 1977",47 years 213 days,Right Handed,Right Arm Fast Medium,13 (2008-2013),
2995,Mashrafe Mortaza,Mashrafe Bin Mortaza,"5th October, 1983",41 years 238 days,Right Handed,Right Arm Fast Medium,1 (2009-2009),
3628,A D Mathews,Angelo Davis Mathews,"2nd June, 1987",37 years 363 days,Right Handed,Right Arm Fast Medium,49 (2009-2017),
3969,G J Maxwell,Glenn James Maxwell,"14th October, 1988",36 years 229 days,Right Handed,Right Arm Off Break,141 (2012-),
5925,K R Mayers,Kyle Rico Mayers,"8th September, 1992",32 years 265 days,Left Handed,Right Arm Medium,13 (2023-2023),
3984,M J McClenaghan,Mitchell J McClenaghan,"11th June, 1986",38 years 354 days,Left Handed,Left Arm Medium Fast,56 (2015-2019),
4825,O C McCoy,Obed Christopher McCoy,"4th January, 1997",28 years 147 days,Left Handed,Left Arm Fast Medium,8 (2022-2023),
3008,B B McCullum,Brendon Barrie Mccullum,"27th September, 1981",43 years 246 days,Right Handed,,109 (2008-2018),
3685,N L McCullum,Nathan Leslie Mccullum,"1st September, 1980",44 years 272 days,Right Handed,Right Arm Off Break,2 (2011-2011),
3632,A B McDonald,Andrew B McDonald,"5th June, 1981",43 years 360 days,Right Handed,Right Arm Medium,11 (2009-2013),
1133,G D McGrath,Glenn Donald McGrath,"9th February, 1970",55 years 111 days,Right Handed,Right Arm Fast Medium,14 (2008-2008),
3735,C J McKay,Clinton J McKay,"22nd February, 1983",42 years 98 days,Right Handed,Right Arm Fast Medium,2 (2012-2012),
3736,R McLaren,Ryan  McLaren,"9th February, 1983",42 years 111 days,Left Handed,Right Arm Fast Medium,18 (2010-2013),
4097,A L  Menaria,Ashok L Menaria,"29th October, 1990",34 years 214 days,Left Handed,Left Arm Orthodox,29 (2011-2013),
3545,B A W Mendis,Balapuwaduge Ajantha Winslow Mendis,"11th March, 1985",40 years 81 days,Right Handed,Right Arm Off Break,10 (2008-2013),
3787,B M A J Mendis,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,"15th January, 1983",42 years 136 days,Left Handed,Right Arm Leg Break,3 (2013-2013),
4827,P H K D Mendis,Pasqual Handi Kamindu Dilanka Mendis,"30th September, 1998",26 years 243 days,Left Handed,Left Arm Orthodox Right Arm Off Break,5 (2025-),
5949,R P Meredith,Riley Patrick Meredith,"21st June, 1996",28 years 344 days,Right Handed,Right Arm Fast,18 (2021-2023),
5969,L I Meriwala,Lukman Iqbal Meriwala,"11th December, 1991",33 years 171 days,Left Handed,Left Arm Fast Medium,1 (2021-2021),
4780,S Midhun,Sudhesan Midhun,"7th October, 1994",30 years 236 days,Right Handed,Right Arm Leg Break,1 (2019-2019),
3783,D A Miller,David A Miller,"10th June, 1989",35 years 355 days,Left Handed,Right Arm Off Break,141 (2012-),
4567,T S Mills,Tymal S Mills,"12th August, 1992",32 years 292 days,Right Handed,Right Arm Fast,10 (2017-2022),
3839,A F Milne,Adam F Milne,"13th April, 1992",33 years 48 days,Right Handed,Right Arm Medium Fast,10 (2016-2022),
7754,R Minz,Robin Minz,"13th September, 2022",2 years 260 days,Left Handed,Left Arm Orthodox,2 (2025-),
2262,Misbah-ul-Haq,Misbah-ul-Haq,"28th May, 1974",51 years 3 days,Right Handed,Right Arm Leg Break,8 (2008-2008),
3108,A Mishra,Amit Mishra,"24th November, 1982",42 years 188 days,Right Handed,Right Arm Leg Break,162 (2008-),
4186,M D  Mishra,Mohnish D Mishra,"9th February, 1984",41 years 111 days,Right Handed,Right Arm Off Break,18 (2010-2012),
3345,T Mishra,Tanmay Mishra,"22nd December, 1986",38 years 160 days,Right Handed,,1 (2012-2012),
4850,D J Mitchell,Daryl Joseph Mitchell,"20th May, 1991",34 years 11 days,Right Handed,Right Arm Medium,15 (2022-),
3767,A Mithun,Abhimanyu Mithun,"25th October, 1989",35 years 218 days,Right Handed,Right Arm Medium,16 (2009-2013),
4271,Moeen Ali,Moeen Munir Ali,"18th June, 1987",37 years 347 days,Left Handed,Right Arm Off Break,73 (2018-),
2964,Mohammad Ashraful,Mohammad Ashraful,"7th July, 1984",40 years 328 days,Right Handed,Right Arm Leg Break,1 (2009-2009),
3245,Mohammad Asif,Mohammad Asif,"20th December, 1982",42 years 162 days,Right Handed,Right Arm Fast Medium,8 (2008-2008),
3101,Mohammad Hafeez,Mohammad Hafeez,"17th October, 1980",44 years 226 days,Right Handed,Right Arm Off Break,8 (2008-2008),
3665,Mohammad Nabi,Mohammad Nabi,"1st January, 1985",40 years 150 days,Right Handed,Right Arm Off Break,24 (2017-),
3993,Mohammed Shami,Mohammed Shami Ahmed,"3rd September, 1990",34 years 270 days,Right Handed,Right Arm Fast,119 (2013-),
4675,Mohammed Siraj,Mohammed Siraj,"13th March, 1994",31 years 79 days,Right Handed,Right Arm Medium Fast,107 (2017-),
4773,Mohsin Khan,Mohsin Khan,"15th July, 1998",26 years 320 days,Left Handed,Left Arm Medium Fast,24 (2022-),
4753,Monu Kumar,Monu Kumar Singh,"5th November, 1994",30 years 207 days,Right Handed,Left Arm Medium,1 (2020-2020),
4026,R G  More,Ronit G More,"11th February, 1992",33 years 109 days,Right Handed,Right Arm Medium,2 (2015-2015),
3416,E J G Morgan,Eoin Joseph Gerard Morgan,"10th September, 1986",38 years 263 days,Left Handed,Right Arm Medium,83 (2010-2021),
3162,J A Morkel,Johannes Albertus Morkel,"10th June, 1981",43 years 355 days,Left Handed,Right Arm Medium Fast,91 (2008-2016),
3451,M Morkel,Morne Morkel,"6th October, 1984",40 years 237 days,Left Handed,Right Arm Fast,70 (2009-2016),
3989,C H Morris,Christopher Henry Morris,"30th April, 1987",38 years 31 days,Right Handed,Right Arm Fast Medium,81 (2013-2021),
4140,W A  Mota,Wilkin A Mota,"20th September, 1981",43 years 253 days,Right Handed,Right Arm Medium,12 (2008-2009),
4714,Mujeeb Ur Rahman,Mujeeb Ur Rahman,"28th March, 2001",24 years 64 days,Right Handed,Right Arm Off Break,20 (2018-),
6507,Mukesh Choudhary,Mukesh Choudhary,"6th July, 1996",28 years 329 days,Left Handed,Left Arm Medium,16 (2022-),
3864,A Mukund,Abhinav Mukund,"6th January, 1990",35 years 145 days,Left Handed,Right Arm Leg Break,3 (2008-2013),
7223,S Mulani,Shams Mulani,"13th March, 1997",28 years 79 days,,,2 (2024-),
4707,P W A Mulder,Pieter Willem Adriaan Mulder,"19th February, 1998",27 years 101 days,Right Handed,Right Arm Medium,1 (2025-),
4208,S S Mundhe,Shrikant S Mundhe,"27th October, 1988",36 years 216 days,Right Handed,Right Arm Medium,1 (2011-2011),
3985,C Munro,Colin Munro,"11th March, 1987",38 years 81 days,Left Handed,Right Arm Medium Fast,13 (2016-2019),
1234,M Muralitharan,Muttiah Muralitharan,"17th April, 1972",53 years 44 days,Right Handed,Right Arm Off Break,66 (2008-2014),
4081,A G  Murtaza,Ali G Murtaza,"1st January, 1990",35 years 150 days,Left Handed,Left Arm Orthodox,12 (2010-2013),
4414,Mustafizur Rahman,Mustafizur Rahman,"6th September, 1995",29 years 267 days,Left Handed,Left Arm Medium,60 (2016-),
4411,D J Muthuswami,Domnic Joseph Muthuswami,"9th March, 1981",44 years 83 days,Right Handed,Right Arm Medium,6 (2015-2015),
4035,S Nadeem,Shahbaz Nadeem,"12th August, 1989",35 years 292 days,Right Handed,Left Arm Orthodox,72 (2011-2021),
4036,Y  Nagar,Yogesh Nagar,"6th January, 1990",35 years 145 days,Right Handed,Right Arm Off Break,26 (2009-2012),
4766,K L Nagarkoti,Kamlesh Lachham Nagarkoti,"28th December, 1999",25 years 154 days,Right Handed,Right Arm Fast,12 (2020-2022),
4392,N S Naik,Nikhil Shankar Naik,"9th November, 1994",30 years 203 days,Right Handed,Right Arm Off Break,4 (2016-2020),
4123,K K Nair,Karun Kaladharan Nair,"6th December, 1991",33 years 176 days,Right Handed,Right Arm Off Break,84 (2013-),
4936,D G Nalkande,Darshan Girish Nalkande,"4th October, 1998",26 years 239 days,Right Handed,Right Arm Medium Fast,6 (2022-),
7761,Naman Dhir,Naman Dhir,"31st December, 1999",25 years 151 days,Right Handed,Right Arm Off Break,21 (2024-),
4173,C  Nanda,Chetanya Nanda,"29th March, 1979",46 years 63 days,Right Handed,Right Arm Leg Break,3 (2009-2009),
3697,D P Nannes,Dirk P Nannes,"16th May, 1976",49 years 15 days,Right Handed,Left Arm Fast Medium,29 (2009-2013),
4164,G R  Napier,Graham R Napier,"6th January, 1980",45 years 145 days,Right Handed,Right Arm Medium,1 (2009-2009),
3922,S P Narine,Sunil Philip Narine,"26th May, 1988",37 years 5 days,Left Handed,Right Arm Off Break,189 (2012-),
4183,S  Narwal,Sumit Narwal,"16th April, 1982",43 years 45 days,Left Handed,Right Arm Medium,7 (2010-2013),
4664,T Natarajan,Thangarasu Natarajan,"4th April, 1991",34 years 57 days,Left Handed,Left Arm Medium,63 (2017-),
4543,A D Nath,Akshdeep Deependra Nath,"10th May, 1993",32 years 21 days,Right Handed,Right Arm Medium Fast,14 (2016-2019),
4590,Naveen-ul-Haq,Naveen-ul-Haq Murid,"23rd September, 1999",25 years 250 days,Right Handed,Right Arm Medium Fast,18 (2023-),
3704,A M Nayar,Abhishek M Nayar,"8th October, 1983",41 years 235 days,Left Handed,Right Arm Medium,60 (2008-2014),
3986,J D S Neesham,James Douglas Sheahan Neesham,"17th September, 1990",34 years 256 days,Left Handed,Right Arm Medium,14 (2014-2022),
4038,P Negi,Pawan Negi,"6th January, 1993",32 years 145 days,Left Handed,Left Arm Orthodox,50 (2012-2019),
2168,A Nehra,Ashish Nehra,"29th April, 1979",46 years 32 days,Right Handed,Left Arm Fast Medium,88 (2008-2017),
2970,A Nel,Andre Nel,"15th July, 1977",47 years 320 days,Right Handed,Right Arm Fast Medium,1 (2008-2008),
